DISTRITO,CASILLA,,PAN,PRI,PRD-PT,PVEM,CONVERGENCIA,NUEVA ALIANZA,PARTIDO SOCIAL DEMÓCRATO,CANDIDATOS NO REGISTRADOS,NULOS,TOTAL,,
10,3075,B,180,174,24,0,2,3,4,0,7,394, ,
10,3075,C1,182,168,17,0,2,3,2,0,2,376, ,
10,3075,C2,191,161,26,0,1,2,3,0,7,391, ,
10,3076,B,226,175,15,0,0,1,2,1,2,422, ,
10,3076,C1,242,166,11,0,1,6,6,0,3,435, ,
10,3076,C2,219,183,22,0,2,3,4,0,2,435, ,
10,3076,C3,236,137,14,0,0,3,7,0,7,404, ,
10,3077,B,275,155,11,0,0,2,3,0,1,447, ,
10,3077,C1,309,135,11,0,1,3,2,0,0,461, ,
10,3077,C2,297,115,6,0,0,1,3,1,0,423, ,
10,3077,C3,284,139,14,0,3,3,4,0,2,449, ,
10,3078,B,321,156,14,0,1,5,3,0,1,501, ,
10,3078,C1,286,177,13,0,2,3,3,0,4,488, ,
10,3078,C2,285,156,19,0,1,4,4,0,0,469, ,
10,3079,B,274,164,17,0,0,2,3,1,0,461, ,
10,3079,C1,275,132,8,0,4,3,0,0,4,426, ,
10,3079,C2,256,158,13,0,1,1,1,0,2,432, ,
10,3079,C3,232,151,13,0,1,4,9,0,0,410, ,
10,3079,C4,264,158,20,0,1,6,2,0,2,453, ,
10,3080,B,334,153,18,0,2,1,0,0,3,511, ,
10,3080,C1,290,206,10,0,2,3,5,1,1,518, ,
10,3080,C2,349,180,21,0,0,6,8,1,3,568, ,
10,3081,B,265,152,18,0,1,2,5,0,1,444, ,
10,3081,C1,287,159,23,0,4,3,2,0,1,479, ,
10,3082,B,317,179,12,0,2,3,5,0,2,520, ,
10,3082,C1,325,194,13,0,2,4,3,0,1,542, ,
10,3082,C2,333,177,21,0,0,4,3,0,4,542, ,
10,3083,B,293,133,11,0,0,4,5,0,5,451, ,
10,3083,C1,301,133,14,0,0,3,1,0,1,453, ,
10,3083,C2,292,183,8,0,1,3,3,0,2,492, ,
10,3084,B,301,176,17,0,0,1,2,2,2,501, ,
10,3084,C1,286,212,21,0,1,0,7,0,5,532, ,
10,3085,B,217,192,20,0,2,6,2,2,3,444, ,
10,3085,C1,206,169,17,0,2,4,4,2,7,411, ,
10,3086,B,268,190,24,0,1,2,4,0,7,496, ,
10,3086,C1,275,192,26,0,5,3,3,1,1,506, ,
10,3086,C2,252,212,18,0,0,1,7,0,3,493, ,
10,3086,C3,258,183,23,0,3,6,6,1,8,488, ,
10,3086,C4,252,183,22,0,0,6,5,1,9,478, ,
10,3086,C5,288,148,31,0,3,10,6,0,0,486, ,
10,3086,C6,248,210,28,0,2,7,3,1,2,501, ,
10,3087,B,276,163,22,0,0,6,4,0,3,474, ,
10,3087,C1,289,178,30,0,0,4,4,0,1,506, ,
10,3087,C2,316,158,25,0,1,6,4,0,3,513, ,
10,3087,C3,303,158,17,0,1,1,3,0,2,485, ,
10,3087,C4,298,157,18,0,1,6,5,0,1,486, ,
10,3087,C5,315,166,15,0,0,2,2,1,0,501, ,
10,3088,B,336,147,19,0,1,0,1,0,7,511, ,
10,3088,C1,328,142,19,0,0,4,4,0,2,499, ,
10,3089,B,227,112,13,0,1,6,4,0,3,366, ,
10,3089,C1,216,136,15,0,1,0,2,0,0,370, ,
10,3090,B,277,107,16,0,0,2,1,0,2,405, ,
10,3090,C1,260,128,14,0,2,2,5,1,4,416, ,
10,3090,C2,262,123,9,0,0,2,3,1,0,400, ,
10,3091,B,265,148,21,0,0,4,6,1,2,447, ,
10,3091,C1,255,177,12,0,3,2,6,0,4,459, ,
10,3091,C2,280,141,20,0,1,6,4,0,2,454, ,
10,3092,B,251,154,20,0,0,0,6,0,3,434, ,
10,3092,C1,255,147,19,0,0,6,1,0,3,431, ,
10,3092,C2,290,143,11,0,0,4,5,0,1,454, ,
10,3093,B,255,129,13,0,1,1,4,0,5,408, ,
10,3093,C1,241,125,13,0,0,1,1,0,1,382, ,
10,3093,C2,271,122,18,0,0,0,3,0,4,418, ,
10,3094,B,283,169,14,0,0,8,6,0,2,482, ,
10,3094,C1,283,171,10,0,1,6,8,0,4,483, ,
10,3094,C2,310,177,19,0,1,7,7,0,3,524, ,
10,3095,B,257,196,15,0,1,3,4,1,4,481, ,
10,3095,C1,268,185,20,0,0,4,14,0,6,497, ,
10,3095,C2,233,199,11,0,0,0,8,0,4,455, ,
10,3096,B,144,242,26,0,0,3,6,0,10,431, ,
10,3096,C1,178,233,11,0,1,8,3,0,3,437, ,
10,3097,B,245,189,29,0,3,3,7,0,5,481, ,
10,3097,C1,252,154,26,0,3,4,6,0,10,455, ,
10,3097,C2,266,183,25,0,2,4,7,0,6,493, ,
10,3098,B,179,143,20,0,0,2,7,0,4,355, ,
10,3098,C1,164,153,14,0,1,4,4,0,3,343, ,
10,3098,C2,176,154,17,0,1,2,3,0,6,359, ,
10,3099,B,191,200,26,0,0,2,11,1,7,438, ,
10,3099,C1,193,204,18,0,2,5,7,0,10,439, ,
10,3099,C2,212,191,28,0,2,4,6,0,3,446, ,
10,3100,B,215,168,26,0,1,7,4,0,7,428, ,
10,3100,C1,262,165,34,0,2,6,9,2,13,493, ,
10,3100,C2,235,195,32,0,1,4,4,1,3,475, ,
10,3101,B,276,182,13,0,0,2,3,0,4,480, ,
10,3101,C1,285,160,9,0,0,2,10,0,2,468, ,
10,3101,C2,255,184,15,0,0,5,7,0,2,468, ,
10,3102,B,227,129,16,0,0,4,3,0,5,384, ,
10,3102,C1,222,111,26,0,0,4,7,0,6,376, ,
10,3102,C2,232,119,14,0,1,0,9,0,2,377, ,
10,3103,B,304,173,23,0,1,5,4,0,3,513, ,
10,3103,C1,297,189,18,0,2,5,1,3,0,515, ,
10,3103,C2,269,170,30,0,0,7,11,0,3,490, ,
10,3103,C3,274,198,28,0,0,2,7,0,2,511, ,
10,3104,B,247,135,15,0,1,5,4,0,2,409, ,
10,3104,C1,249,140,13,0,1,1,3,0,4,411, ,
10,3104,C2,247,130,16,0,0,5,7,0,1,406, ,
10,3104,C3,265,138,9,0,0,1,3,0,4,420, ,
10,3105,B,293,180,25,0,1,5,8,0,1,513, ,
10,3105,C1,282,172,13,0,0,5,1,0,3,476, ,
10,3105,C2,269,194,24,0,0,2,7,1,2,499, ,
10,3106,B,363,170,22,0,1,2,4,0,5,567, ,
10,3106,C1,358,146,29,0,1,4,6,1,2,547, ,
10,3106,C2,385,173,23,0,3,2,4,0,1,591, ,
10,3107,B,255,126,11,0,0,1,10,0,4,407, ,
10,3107,C1,275,121,12,0,1,2,6,0,3,420, ,
10,3107,C2,255,133,14,0,0,2,6,0,1,411, ,
10,3108,B,277,127,15,0,0,2,6,0,2,429, ,
10,3108,C1,295,116,18,0,1,0,7,0,3,440, ,
10,3108,C2,305,129,12,0,1,2,7,1,5,462, ,
10,3109,B,226,124,10,0,2,1,6,0,3,372, ,
10,3109,C1,234,134,12,0,0,2,2,0,1,385, ,
10,3110,B,317,150,21,0,2,0,3,0,5,498, ,
10,3110,C1,322,159,20,0,0,2,6,0,2,511, ,
10,3110,C2,314,149,12,0,1,6,4,0,3,489, ,
10,3111,B,336,178,20,0,2,2,5,0,2,545, ,
10,3111,C1,325,175,19,0,0,4,0,1,4,528, ,
10,3111,C2,321,192,24,0,1,2,0,0,2,542, ,
10,3111,C3,333,177,26,0,1,2,5,0,5,549, ,
10,3111,C4,328,177,24,0,1,2,5,0,3,540, ,
10,3111,C5,293,206,18,0,0,1,2,0,9,529, ,
10,3112,B,267,165,13,0,2,1,6,0,2,456, ,
10,3112,C1,294,167,14,0,1,4,8,0,3,491, ,
10,3112,C2,296,135,20,0,0,6,9,0,2,468, ,
10,3112,C3,309,166,17,0,3,2,2,1,3,503, ,
10,3112,C4,289,164,21,0,2,1,7,0,3,487, ,
10,3113,B,283,165,22,0,0,3,4,0,4,481, ,
10,3113,C1,276,167,22,0,0,3,1,0,3,472, ,
10,3113,C2,248,180,20,0,1,8,6,0,0,463, ,
10,3113,C3,291,178,13,0,0,7,5,0,2,496, ,
10,3113,C4,279,161,16,0,0,4,3,0,13,476, ,
10,3114,B,275,195,20,0,0,2,4,0,7,503, ,
10,3114,C1,287,174,16,0,0,4,3,0,0,484, ,
10,3114,C2,247,216,19,0,0,7,10,0,0,499, ,
10,3114,C3,252,198,37,0,1,1,3,0,3,495, ,
10,3114,C4,258,177,27,0,2,4,8,0,8,484, ,
10,3114,C5,255,182,15,0,0,5,8,0,3,468, ,
10,3114,C6,252,174,25,0,0,4,6,0,5,466, ,
10,3114,C7,277,175,14,0,2,4,2,0,4,478, ,
10,3115,B,192,170,31,0,1,1,7,0,4,406, ,
10,3115,C1,248,162,19,0,0,3,5,0,4,441, ,
10,3115,C2,204,166,17,0,0,1,4,0,1,393, ,
10,3123,B,242,131,22,0,0,3,0,0,3,401, ,
10,3123,C1,223,160,18,0,1,6,8,0,2,418, ,
10,3124,B,143,189,27,0,0,3,5,0,6,373, ,
10,3124,C1,132,189,15,0,1,5,4,0,5,351, ,
10,3124,C2,131,191,23,0,1,4,7,0,2,359, ,
10,3125,B,212,159,24,0,0,3,5,1,4,408, ,
10,3125,C1,196,179,16,0,1,4,2,0,4,402, ,
10,3125,C2,209,172,22,0,0,2,8,0,3,416, ,
10,3126,B,287,182,26,0,1,2,7,0,4,509, ,
10,3126,C1,284,173,15,0,0,1,6,0,2,481, ,
10,3126,C2,266,180,21,0,1,5,5,0,3,481, ,
10,3126,C3,251,201,34,0,0,5,10,0,3,504, ,
10,3126,C4,255,186,21,0,1,6,2,0,2,473, ,
10,3126,C5,256,181,37,0,2,7,4,0,0,487, ,
10,3127,B,175,172,33,0,0,5,9,0,1,395, ,
10,3127,C1,179,199,23,0,0,5,6,1,1,414, ,
10,3128,B,232,200,18,0,1,3,6,0,3,463, ,
10,3128,C1,224,178,15,0,2,4,7,0,1,431, ,
10,3129,B,168,211,21,0,1,4,8,1,5,419, ,
10,3129,C1,171,218,16,0,0,5,6,1,6,423, ,
10,3129,C2,195,183,19,0,1,3,6,0,8,415, ,
10,3129,C3,178,193,18,0,0,2,7,0,3,401, ,
10,3129,C4,176,195,15,0,0,4,10,1,4,405, ,
10,3130,B,177,189,25,0,1,10,8,1,4,415, ,
10,3130,C1,165,189,17,0,1,8,4,0,8,392, ,
10,3130,C2,155,212,18,0,3,4,3,0,8,403, ,
10,3130,C3,166,176,30,0,1,5,12,0,2,392, ,
10,3131,B,210,168,11,0,0,4,4,0,1,398, ,
10,3131,C1,166,186,21,0,1,0,3,0,6,383, ,
10,3131,C2,216,156,18,0,0,3,7,0,6,406, ,
10,3132,B,254,207,23,0,0,3,12,0,2,501, ,
10,3132,C1,264,209,20,0,1,5,5,0,4,508, ,
10,3132,C2,270,209,22,0,0,3,5,1,2,512, ,
10,3132,C3,246,203,24,0,1,10,5,0,7,496, ,
10,3132,C4,248,209,13,0,3,4,3,0,3,483, ,
10,3133,B,290,136,10,0,1,2,6,1,0,446, ,
10,3133,C1,279,116,16,0,1,5,4,0,3,424, ,
10,3133,C2,264,129,16,0,0,5,3,0,2,419, ,
10,3133,C3,250,142,20,0,0,1,5,0,2,420, ,
10,3134,B,305,179,26,0,0,2,6,0,3,521, ,
10,3134,C1,318,168,9,0,1,3,5,1,1,506, ,
10,3135,B,210,129,10,0,1,7,9,0,3,369, ,
10,3135,C1,221,129,13,0,5,3,0,0,4,375, ,
10,3135,C2,213,140,17,0,2,2,6,0,3,383, ,
10,3136,B,235,177,17,0,1,3,2,0,6,441, ,
10,3136,C1,281,148,17,0,1,3,1,0,5,456, ,
10,3137,B,237,176,25,0,3,6,6,0,3,456, ,
10,3137,C1,247,185,25,0,0,6,6,0,6,475, ,
10,3138,B,273,197,14,0,1,4,5,1,3,498, ,
10,3138,C1,287,183,17,0,0,5,5,1,0,498, ,
10,3139,B,323,160,15,0,0,3,6,0,2,509, ,
10,3139,C1,276,202,7,0,1,3,6,0,3,498, ,
10,3140,B,238,102,8,0,0,3,1,0,4,356, ,
10,3140,C1,234,109,6,0,0,0,4,0,3,356, ,
10,3140,C2,250,103,17,0,0,2,0,0,1,373, ,
10,3141,B,246,104,20,0,0,2,6,0,2,380, ,
10,3141,C1,233,119,17,0,0,4,5,0,6,384, ,
10,3141,C2,257,121,18,0,0,4,3,0,2,405, ,
10,3142,B,343,144,13,0,0,0,3,0,4,507, ,
10,3142,C1,305,145,15,0,1,3,6,0,4,479, ,
10,3143,B,257,149,22,0,2,3,4,0,3,440, ,
10,3143,C1,297,140,5,0,1,3,1,0,4,451, ,
10,3143,C2,293,135,14,0,1,1,0,1,7,452, ,
10,3144,B,284,179,28,0,1,1,2,0,4,499, ,
10,3144,C1,302,152,24,0,1,2,7,0,4,492, ,
10,3144,C2,298,173,17,0,0,3,3,0,2,496, ,
10,3145,B,322,182,20,0,0,6,5,0,5,540, ,
10,3145,C1,314,179,18,0,0,7,3,0,2,523, ,
10,3145,C2,322,158,21,0,0,5,5,0,2,513, ,
10,3146,B,260,129,14,0,0,0,2,0,2,407, ,
10,3146,C1,238,139,14,0,1,7,3,0,0,402, ,
10,3146,C2,217,147,6,0,0,0,4,0,5,379, ,
10,3147,B,211,186,24,0,1,2,8,0,7,439, ,
10,3147,C1,266,163,18,0,1,2,2,0,8,460, ,
10,3147,C2,237,178,14,0,2,5,5,0,4,445, ,
10,3147,C3,217,183,30,0,1,4,4,1,7,447, ,
10,3147,C4,249,141,14,0,0,1,6,0,1,412, ,
10,3147,C5,254,160,18,0,2,4,8,0,5,451, ,
10,3148,B,142,185,16,0,1,1,3,0,2,350, ,
10,3148,C1,159,145,21,0,0,5,9,0,8,347, ,
10,3148,C2,137,159,30,0,1,8,6,0,8,349, ,
10,3148,C3,159,164,21,0,0,0,10,0,0,354, ,
10,3149,B,286,173,23,0,0,6,8,1,3,500, ,
10,3149,C1,264,195,28,0,1,7,3,0,4,502, ,
10,3149,C2,308,147,14,0,4,5,4,0,3,485, ,
10,3161,B,256,214,27,0,0,7,4,0,1,509, ,
10,3161,C1,259,177,27,0,1,3,13,0,4,484, ,
10,3161,C2,292,179,25,0,1,5,8,0,1,511, ,
10,3162,B,241,153,25,0,0,4,4,0,5,432, ,
10,3162,C1,247,155,27,0,1,3,5,0,4,442, ,
10,3162,C2,232,154,35,0,2,2,4,0,1,430, ,
10,3163,B,259,174,21,0,3,2,8,0,3,470, ,
10,3163,C1,256,160,23,0,2,2,4,0,2,449, ,
10,3163,C2,266,166,23,0,0,4,4,1,5,469, ,
10,3164,B,207,146,13,0,2,1,4,0,2,375, ,
10,3164,C1,237,137,15,0,0,2,4,1,6,402, ,
10,3165,B,182,128,15,0,0,6,6,0,2,339, ,
10,3165,C1,190,138,11,0,0,3,2,2,0,346, ,
10,3166,B,241,142,2,0,0,3,5,1,1,395, ,
10,3166,C1,261,129,17,0,1,2,5,0,4,419, ,
10,3166,C2,238,143,12,0,2,4,5,0,0,404, ,
10,3167,B,240,148,15,0,0,2,7,0,5,417, ,
10,3167,C1,253,124,16,0,1,3,3,0,0,400, ,
10,3167,C2,242,159,18,0,2,1,1,0,3,426, ,
10,3167,C3,232,156,11,0,0,5,4,2,1,411, ,
10,3168,B,274,181,28,0,3,1,1,0,3,491, ,
10,3168,C1,274,177,17,0,2,8,7,0,3,488, ,
10,3168,C2,254,206,19,0,0,7,8,0,0,494, ,
10,3168,C3,281,178,20,0,9,4,1,0,4,497, ,
10,3169,B,285,156,16,0,0,2,6,0,4,469, ,
10,3169,C1,263,176,14,0,3,4,6,1,4,471, ,
10,3170,B,312,192,16,0,1,3,3,0,6,533, ,
10,3170,C1,351,169,17,0,0,1,3,1,3,545, ,
10,3170,C2,322,178,22,0,2,7,1,0,4,536, ,
10,3171,B,229,144,9,0,0,5,0,1,2,390, ,
10,3171,C1,227,141,9,0,0,4,4,0,5,390, ,
10,3171,C2,250,114,6,0,0,1,4,0,3,378, ,
10,3173,B,211,144,25,0,2,5,2,0,6,395, ,
10,3173,C1,209,138,29,0,1,10,9,0,9,405, ,
10,3173,C2,213,159,16,0,1,2,8,0,7,406, ,
10,3173,C3,244,132,12,0,0,5,3,0,5,401, ,
10,3174,B,180,130,22,0,2,4,4,0,5,347, ,
10,3174,C1,200,134,18,0,0,5,9,0,9,375, ,
10,3174,C2,183,108,31,0,1,14,10,0,4,351, ,
10,3175,B,159,157,25,0,1,5,4,0,8,359, ,
10,3175,C1,168,152,12,0,2,6,6,1,4,351, ,
10,3175,C2,165,156,21,0,1,7,8,0,5,363, ,
10,3176,B,191,163,20,0,1,4,2,1,6,388, ,
10,3176,C1,199,157,18,0,1,3,12,0,7,397, ,
10,3176,C2,201,142,32,0,0,7,9,0,8,399, ,
10,3177,B,236,142,16,0,0,4,1,0,1,400, ,
10,3177,C1,241,139,24,0,0,5,7,0,3,419, ,
10,3177,C2,227,146,21,0,0,1,3,0,3,401, ,
10,3178,B,212,160,16,0,0,0,3,0,1,392, ,
10,3178,C1,206,143,18,0,3,4,4,0,2,380, ,
10,3178,C2,222,143,18,0,0,2,3,0,3,391, ,
10,3179,B,266,154,16,0,2,3,5,0,4,450, ,
10,3179,C1,249,153,22,0,1,3,1,0,5,434, ,
10,3179,C2,229,150,17,0,3,7,7,0,3,416, ,
10,3180,B,223,172,18,0,0,2,4,0,3,422, ,
10,3180,C1,301,133,14,0,0,3,1,0,1,453, ,
10,3180,C2,255,155,16,0,0,3,5,0,2,436, ,
10,3181,B,203,150,25,0,0,4,1,0,5,388, ,
10,3181,C1,228,132,20,0,0,4,7,0,0,391, ,
10,3181,C2,229,117,23,0,0,0,2,0,1,372, ,
10,3182,B,313,168,20,0,0,5,4,0,0,510, ,
10,3182,C1,305,162,21,0,0,2,7,0,2,499, ,
10,3183,B,284,193,21,0,1,2,5,0,7,513, ,
10,3183,C1,306,183,23,0,0,3,10,0,1,526, ,
10,3183,S1,94,47,4,0,1,1,2,0,2,151, ,
10,3184,B,301,170,11,0,0,1,5,0,1,489, ,
10,3184,C1,310,172,18,0,0,1,6,0,3,510, ,
10,3185,B,252,102,9,0,0,4,1,0,4,372, ,
10,3185,C1,263,113,18,0,0,3,1,0,4,402, ,
10,3185,C2,225,146,17,0,4,3,0,1,0,396, ,
10,3186,B,269,154,8,0,0,2,4,0,1,438, ,
10,3186,C1,254,142,24,0,0,2,1,0,4,427, ,
10,3186,C2,260,132,10,0,3,3,5,0,3,416, ,
10,3187,B,233,130,17,0,0,6,3,0,5,394, ,
10,3187,C1,202,151,15,0,1,4,7,0,4,384, ,
10,3187,C2,213,136,27,0,0,4,7,0,5,392, ,
10,3187,C3,209,133,27,0,0,5,4,0,7,385, ,
10,3188,B,244,164,16,0,1,7,8,0,1,441, ,
10,3188,C1,250,148,17,0,0,4,9,0,3,431, ,
10,3188,C2,235,150,16,0,0,1,8,0,2,412, ,
10,3188,C3,254,152,23,0,0,4,5,0,2,440, ,
10,3189,B,257,145,18,0,0,0,2,0,5,427, ,
10,3189,C1,266,148,23,0,2,3,7,0,8,457, ,
10,3189,C2,282,127,18,0,1,2,11,0,4,445, ,
10,3190,B,204,125,18,0,1,1,7,0,1,357, ,
10,3190,C1,179,114,24,0,1,6,7,0,3,334, ,
10,3190,C2,178,127,22,0,1,8,10,0,2,348, ,
10,3191,B,246,181,25,0,0,1,5,0,3,461, ,
10,3191,C1,223,177,22,0,1,6,5,0,6,440, ,
10,3192,B,153,126,13,0,0,5,4,0,3,304, ,
10,3192,C1,147,147,16,0,0,8,2,0,5,325, ,
10,3192,C2,159,127,18,0,0,3,6,0,6,319, ,
10,3193,B,191,156,12,0,0,3,4,0,3,369, ,
10,3193,C1,199,148,30,0,0,5,1,0,1,384, ,
10,3194,B,284,179,28,0,1,1,2,0,4,499, ,
10,3194,C1,235,179,6,0,2,5,6,0,5,438, ,
10,3194,C2,269,148,22,0,1,3,1,0,1,445, ,
10,3195,B,196,146,22,0,1,3,6,2,4,380, ,
10,3195,C1,232,139,32,0,0,3,3,0,2,411, ,
10,3195,C2,239,137,18,0,3,6,2,0,3,408, ,
10,3196,B,255,110,20,0,0,2,9,0,3,399, ,
10,3196,C1,251,137,17,0,0,3,6,1,5,420, ,
10,3196,C2,236,162,19,0,2,5,1,0,1,426, ,
10,3197,B,232,158,23,0,3,7,9,1,8,441, ,
10,3197,C1,253,127,21,0,0,9,1,0,3,414, ,
10,3197,C2,245,139,12,0,2,2,9,0,13,422, ,
10,3198,B,208,154,30,0,1,8,10,0,5,416, ,
10,3198,C1,213,153,27,0,2,10,11,0,0,416, ,
10,3198,C2,205,161,27,0,0,3,7,2,9,414, ,
10,3200,B,151,99,8,0,0,5,4,0,6,273, ,
10,3200,C1,157,103,17,0,0,3,4,0,7,291, ,
10,3205,B,283,179,50,0,0,7,10,0,5,534, ,
10,3205,C1,264,176,24,0,0,5,7,0,3,479,,
11,640,B,135,136,30,0,2,6,2,0,10,321,,
11,640,C1,159,133,21,0,1,5,0,1,5,325,,
11,653,B,161,125,18,0,1,3,6,2,3,319,,
11,653,C1,153,137,27,0,2,5,0,0,2,326,,
11,653,C2,154,122,24,0,2,12,10,1,3,328,,
11,654,B,150,142,11,0,0,6,8,2,8,327,,
11,654,C1,158,132,25,0,0,7,6,1,2,331,,
11,655,B,118,162,14,0,0,7,10,0,4,315,,
11,655,C1,126,142,14,0,2,10,4,1,1,300,,
11,656,B,116,152,14,0,1,4,2,1,4,294,,
11,656,C1,122,146,11,0,1,5,5,0,3,293,,
11,657,B,68,116,6,0,0,2,2,0,4,198,,
11,658,B,93,103,14,0,2,1,0,2,5,220,,
11,659,B,131,162,21,0,1,6,2,0,6,329,,
11,660,B,124,115,20,0,2,5,3,1,7,277,,
11,660,C1,123,89,10,0,4,5,5,2,8,246,,
11,661,B,199,142,25,0,1,6,7,2,7,389,,
11,661,C1,178,150,35,0,3,11,0,0,0,377,,
11,662,B,137,129,17,0,1,7,4,0,6,301,,
11,662,C1,129,156,16,0,2,10,2,0,9,324,,
11,663,B,202,160,16,0,1,7,5,0,6,397,,
11,663,C1,189,161,26,0,3,5,4,0,4,392,,
11,663,C2,171,156,31,0,1,8,4,0,7,378,,
11,664,B,199,113,32,0,1,9,7,0,7,368,,
11,664,C1,178,149,29,0,1,2,8,1,7,375,,
11,664,C2,171,136,27,0,0,3,6,1,10,354,,
11,665,B,151,167,32,0,2,5,2,0,0,359,,
11,665,C1,170,162,21,0,2,4,10,0,4,373,,
11,665,C2,158,172,30,0,2,2,10,0,4,378,,
11,665,C3,197,147,9,0,0,4,3,0,8,368,,
11,666,B,181,149,15,0,0,5,5,0,8,363,,
11,666,C1,170,154,20,0,0,2,7,0,8,361,,
11,666,C2,169,153,25,0,1,5,4,0,2,359,,
11,667,B,148,146,15,0,0,7,7,0,6,329,,
11,667,C1,170,139,21,0,1,4,6,0,3,344,,
11,667,C2,172,118,17,0,1,6,7,0,6,327,,
11,668,B,196,167,20,0,1,6,6,0,3,399,,
11,668,C1,211,184,30,0,0,10,7,0,6,448,,
11,669,B,195,157,13,0,2,4,8,2,6,387,,
11,669,C1,170,151,21,0,3,0,6,1,6,358,,
11,669,C2,187,152,24,0,1,7,2,1,10,384,,
11,670,B,166,130,24,0,4,5,8,1,6,344,,
11,670,C1,166,136,14,0,1,6,2,1,7,333,,
11,671,B,125,152,15,0,0,2,8,0,3,305,,
11,671,C1,140,136,20,0,0,4,8,0,4,312,,
11,672,B,236,153,26,0,0,7,7,0,13,442,,
11,672,C1,201,167,27,0,2,2,2,0,8,409,,
11,673,B,228,159,34,0,0,3,10,0,7,441,,
11,673,C1,215,229,27,0,2,3,6,0,4,486,,
11,674,B,191,166,14,0,1,1,5,0,5,383,,
11,674,C1,168,170,24,0,2,9,5,1,3,382,,
11,674,C2,181,191,12,0,0,4,6,0,6,400,,
11,675,B,125,226,18,0,8,6,8,0,7,398,,
11,675,C1,126,206,23,0,3,8,7,2,8,383,,
11,676,B,187,159,26,0,0,8,8,0,4,392,,
11,676,C1,187,162,17,0,0,7,6,0,5,384,,
11,677,B,188,184,17,0,1,3,7,1,5,406,,
11,677,C1,198,163,32,0,1,4,6,2,10,416,,
11,677,S1,39,30,8,0,0,4,0,0,1,82,,
11,678,B,148,174,17,0,0,2,2,0,4,347,,
11,678,C1,133,167,28,0,1,3,5,0,2,339,,
11,679,B,175,185,22,0,0,8,5,0,18,413,,
11,679,C1,189,180,21,0,2,9,9,4,3,417,,
11,680,B,200,211,28,0,2,7,5,1,13,467,,
11,680,C1,244,207,19,0,1,6,0,0,0,477,,
11,681,B,149,188,18,0,0,7,4,0,3,369,,
11,681,C1,144,169,24,0,0,3,9,0,5,354,,
11,682,B,165,138,12,0,0,6,3,0,7,331,,
11,682,C1,175,140,20,0,0,2,10,0,9,356,,
11,683,B,157,130,19,0,2,3,6,0,5,322,,
11,683,C1,151,161,16,0,1,2,6,2,3,342,,
11,683,C2,175,140,17,0,7,6,0,0,8,353,,
11,684,B,142,192,11,0,1,4,4,0,3,357,,
11,684,C1,171,132,16,0,1,3,4,2,4,333,,
11,684,C2,161,188,18,0,0,1,2,0,2,372,,
11,685,B,184,131,17,0,1,4,1,0,0,338,,
11,685,C1,156,140,18,0,0,6,7,1,7,335,,
11,685,C2,150,146,25,0,2,3,5,0,7,338,,
11,686,B,224,213,25,0,2,9,4,0,9,486,,
11,686,C1,216,171,26,0,2,4,8,0,4,431,,
11,687,B,223,219,21,0,4,4,8,0,3,482,,
11,687,C1,221,204,20,0,2,5,2,3,12,469,,
11,688,B,238,129,15,0,2,7,6,16,12,425,,
11,688,C1,205,159,22,0,4,3,2,0,17,412,,
11,689,B,118,118,19,0,0,2,5,0,7,269,,
11,689,C1,138,118,11,0,0,3,5,0,8,283,,
11,690,B,165,143,18,0,1,4,5,1,6,343,,
11,690,C1,198,117,17,0,2,7,4,0,6,351,,
11,691,B,268,180,26,0,1,3,8,0,6,492,,
11,691,C1,237,207,11,0,0,3,4,0,8,470,,
11,692,B,234,187,26,0,1,7,6,0,11,472,,
11,692,C1,262,190,32,0,1,6,7,0,6,504,,
11,693,B,201,134,26,0,0,8,8,0,6,383,,
11,693,C1,189,139,31,0,2,9,8,0,14,392,,
11,694,B,161,148,24,0,0,9,7,1,5,355,,
11,694,C1,177,166,20,0,1,4,4,0,6,378,,
11,695,B,128,142,18,0,1,3,8,0,6,306,,
11,695,C1,182,120,15,0,0,6,8,0,6,337,,
11,695,C2,165,128,11,0,1,3,0,0,7,315,,
11,696,B,178,171,17,0,0,3,5,0,6,380,,
11,696,C1,146,196,28,0,1,8,2,0,9,390,,
11,696,C2,187,155,25,0,5,15,0,0,6,393,,
11,697,B,212,200,35,0,0,7,4,0,12,470,,
11,697,C1,194,201,35,0,0,7,3,1,8,449,,
11,698,B,120,157,25,0,0,12,2,0,0,316,,
11,698,C1,151,176,29,0,4,8,5,0,10,383,,
11,699,B,156,155,23,0,1,6,3,0,9,353,,
11,699,C1,156,137,24,0,1,7,7,1,3,336,,
11,699,C2,159,148,28,0,0,8,4,0,7,354,,
11,700,B,154,117,19,0,0,7,2,0,3,302,,
11,700,C1,148,118,15,0,1,3,4,0,9,298,,
11,700,C2,173,115,15,0,3,7,0,0,3,316,,
11,701,B,204,155,16,0,1,1,0,0,5,382,,
11,701,C1,169,151,21,0,0,12,6,2,10,371,,
11,701,C2,206,149,25,0,4,10,9,0,6,409,,
11,702,B,202,169,20,0,0,17,6,0,7,421,,
11,702,C1,199,150,30,0,1,11,2,0,11,404,,
11,703,B,154,170,38,0,1,9,9,1,6,388,,
11,703,C1,175,132,31,0,2,4,7,0,0,351,,
11,704,B,218,203,26,0,0,10,10,0,5,472,,
11,704,C1,218,187,31,0,2,7,3,1,4,453,,
11,705,B,156,144,38,0,0,11,8,0,0,357,,
