dtto,municipio,secc,PAN_UDC,PRI_PVEM PNA_PPC,PRI_PNA PSD,PRI_PNA PPC,PRI,PRD,PT,PVEM,CONV,PNA,PSDC,PPC,CC1,VALIDOS,NULOS,TOTAL
16,PIEDRAS NEGRAS,0605,78,0,0,0,165,1,3,5,0,2,0,0,0,254,6,260
16,PIEDRAS NEGRAS,0606,359,0,0,0,194,14,8,46,3,2,1,6,4,637,13,650
16,PIEDRAS NEGRAS,0607,112,0,0,0,170,4,1,11,0,0,0,0,0,298,5,303
16,PIEDRAS NEGRAS,0608,110,0,0,0,235,7,3,16,1,1,0,0,6,379,12,391
16,PIEDRAS NEGRAS,0609,130,0,0,0,266,11,12,24,2,5,1,1,4,456,13,469
16,PIEDRAS NEGRAS,0610,225,0,0,0,302,8,9,13,1,5,1,1,6,571,20,591
16,PIEDRAS NEGRAS,0612,477,0,0,0,431,41,17,77,5,5,0,3,3,1059,38,1097
16,PIEDRAS NEGRAS,0613,276,0,0,0,576,19,16,24,9,2,1,7,1,931,25,956
16,PIEDRAS NEGRAS,0614,176,0,0,0,388,12,10,20,1,0,0,1,2,610,11,621
16,PIEDRAS NEGRAS,0615,122,0,0,0,240,7,2,16,0,1,1,2,1,392,12,404
16,PIEDRAS NEGRAS,0616,72,0,0,0,218,6,2,10,0,2,1,1,1,313,5,318
16,PIEDRAS NEGRAS,0617,135,0,0,0,360,5,4,20,1,4,0,2,2,533,12,545
16,PIEDRAS NEGRAS,0618,209,0,0,0,605,16,9,17,1,3,1,2,5,868,18,886
16,PIEDRAS NEGRAS,0619,128,0,0,0,271,6,8,5,2,3,1,0,1,425,13,438
16,PIEDRAS NEGRAS,0620,156,0,0,0,426,9,4,15,1,1,1,1,0,614,25,639
16,PIEDRAS NEGRAS,0621,313,0,0,0,542,14,6,20,4,1,4,2,0,906,32,938
16,PIEDRAS NEGRAS,0622,336,0,0,0,1116,21,20,32,5,7,2,4,2,1545,50,1595
16,PIEDRAS NEGRAS,0623,902,0,0,0,2078,64,26,144,7,14,10,8,8,3261,65,3326
16,PIEDRAS NEGRAS,0624,189,0,0,0,372,20,6,36,3,6,2,0,0,634,18,652
16,PIEDRAS NEGRAS,0625,144,0,0,0,305,7,4,15,0,1,1,1,2,480,11,491
16,PIEDRAS NEGRAS,0626,161,0,0,0,360,6,7,23,0,1,0,0,0,558,13,571
16,PIEDRAS NEGRAS,0627,304,0,0,0,420,33,16,40,1,2,2,2,3,823,20,843
16,PIEDRAS NEGRAS,0628,268,0,0,0,465,30,12,53,5,6,0,2,3,844,10,854
16,PIEDRAS NEGRAS,0629,98,0,0,0,176,3,3,6,1,0,1,0,0,288,3,291
16,PIEDRAS NEGRAS,0630,154,0,0,0,596,13,9,24,2,4,2,2,1,807,18,825
16,PIEDRAS NEGRAS,0631,191,0,0,0,575,8,11,31,2,1,3,2,0,824,20,844
16,PIEDRAS NEGRAS,0632,139,0,0,0,307,7,7,21,2,3,0,0,1,487,22,509
16,PIEDRAS NEGRAS,0633,1127,0,0,0,2189,114,35,151,18,15,6,17,6,3678,62,3740
16,PIEDRAS NEGRAS,0634,105,0,0,0,190,10,8,12,0,0,1,1,2,329,2,331
16,PIEDRAS NEGRAS,0635,383,0,0,0,1095,22,22,59,4,7,2,2,9,1605,43,1648
16,PIEDRAS NEGRAS,0636,210,0,0,0,310,8,8,20,1,4,0,0,1,562,18,580
16,PIEDRAS NEGRAS,0637,181,0,0,0,303,19,4,12,0,1,0,1,0,521,13,534
16,PIEDRAS NEGRAS,0638,375,0,0,0,737,15,15,39,5,7,1,2,7,1203,34,1237
16,PIEDRAS NEGRAS,0639,315,0,0,0,535,11,11,31,6,2,2,3,5,921,21,942
16,PIEDRAS NEGRAS,0640,519,0,0,0,1278,24,14,38,8,5,4,9,3,1902,64,1966
16,PIEDRAS NEGRAS,0641,244,0,0,0,491,9,10,15,1,5,2,2,1,780,26,806
16,PIEDRAS NEGRAS,0642,46,0,0,0,145,2,2,5,0,1,0,0,0,201,6,207
16,PIEDRAS NEGRAS,0643,43,0,0,0,200,7,4,4,1,3,0,0,0,262,7,269
16,PIEDRAS NEGRAS,0644,54,0,0,0,91,2,3,0,0,1,0,0,0,151,2,153
16,PIEDRAS NEGRAS,1548,91,0,0,0,233,8,0,8,1,3,0,1,0,345,5,350
16,PIEDRAS NEGRAS,1549,75,0,0,0,126,3,2,5,0,1,1,1,0,214,5,219
16,PIEDRAS NEGRAS,1550,83,0,0,0,219,6,0,7,0,0,0,2,1,318,6,324
16,PIEDRAS NEGRAS,1551,53,0,0,0,119,4,0,4,0,2,0,2,0,184,7,191
16,PIEDRAS NEGRAS,1552,167,0,0,0,401,10,9,9,1,1,2,2,0,602,12,614
16,PIEDRAS NEGRAS,1553,140,0,0,0,326,4,1,17,0,3,1,5,0,497,9,506
16,PIEDRAS NEGRAS,1554,182,0,0,0,424,12,3,13,4,1,1,5,1,646,8,654
16,PIEDRAS NEGRAS,1555,166,0,0,0,403,6,8,28,5,0,3,2,1,622,19,641
16,PIEDRAS NEGRAS,1556,51,0,0,0,179,1,0,5,2,0,0,0,0,238,2,240
16,PIEDRAS NEGRAS,1557,90,0,0,0,207,5,6,15,0,0,0,1,0,324,7,331
16,PIEDRAS NEGRAS,1558,69,0,0,0,169,6,3,6,1,1,2,0,0,257,5,262
16,PIEDRAS NEGRAS,1559,99,0,0,0,366,7,5,13,0,1,2,2,1,496,8,504
16,PIEDRAS NEGRAS,1560,150,0,0,0,335,5,6,12,0,4,0,1,0,513,10,523
16,PIEDRAS NEGRAS,1561,135,0,0,0,338,7,4,14,3,3,0,0,3,507,8,515
16,PIEDRAS NEGRAS,1562,82,0,0,0,280,3,0,12,1,0,1,1,0,380,4,384
16,PIEDRAS NEGRAS,1563,104,0,0,0,305,3,3,13,2,2,2,1,1,436,4,440
16,PIEDRAS NEGRAS,1564,152,0,0,0,308,6,5,19,3,2,0,3,0,498,10,508
16,PIEDRAS NEGRAS,1565,122,0,0,0,327,1,6,20,0,1,1,3,2,483,9,492
16,PIEDRAS NEGRAS,1566,187,0,0,0,362,13,7,19,0,0,1,3,1,593,15,608
16,PIEDRAS NEGRAS,1567,190,0,0,0,388,7,2,17,9,2,0,0,0,615,13,628
