mun,seccion,casilla,pan,pri,prd,pt,prd,mc,indepValorEresTu,indepAhoraSi,IndepLayin,nr,nul
Rosamorada,300,B,100,160,,108,4,19,,10,,0,15
Rosamorada,301,B,114,180,,60,0,16,,6,,0,11
Rosamorada,301,C1,105,156,,66,0,9,,0,,0,0
Rosamorada,302,B,97,348,,11,1,76,,9,,0,15
Rosamorada,303,B,32,234,,12,0,45,,6,,0,0
Rosamorada,304,B,75,268,,32,0,30,,3,,0,16
Rosamorada,305,B,50,76,,5,0,5,,197,,0,28
Rosamorada,306,B,110,139,,17,1,6,,291,,0,36
Rosamorada,307,B,128,193,,17,0,2,,5,,0,6
Rosamorada,308,B,48,224,,5,0,6,,75,,1,7
Rosamorada,309,B,255,135,,21,1,9,,41,,0,16
Rosamorada,310,B,173,146,,26,0,5,,10,,0,13
Rosamorada,310,C1,168,150,,36,1,6,,5,,0,8
Rosamorada,311,B ,187,143,,15,0,8,,15,,0,7
Rosamorada,311,C1 ,183,167,,16,3,7,,8,,0,4
Rosamorada,311,E1 ,86,79,,11,0,0,,1,,0,5
Rosamorada,312,B ,119,221,,14,1,6,,14,,0,16
Rosamorada,313,B ,187,138,,10,0,5,,6,,2,12
Rosamorada,314,B ,68,202,,77,2,7,,13,,0,16
Rosamorada,315,B ,76,210,,110,1,19,,11,,1,14
Rosamorada,316,B ,17,58,,1,0,0,,3,,0,3
Rosamorada,316,E1 ,23,48,,15,0,20,,0,,0,5
Rosamorada,316,E2 ,18,31,,5,0,2,,2,,0,1
Rosamorada,317,B ,130,110,,17,1,0,,1,,0,5
Rosamorada,318,B ,173,106,,12,0,0,,1,,0,6
Rosamorada,319,B ,54,107,,9,0,0,,0,,0,9
Ruiz,320,B ,230,247,,11,1,2,,,,0,8
Ruiz,320,C1 ,208,292,,13,2,1,,,,0,14
Ruiz,321,B ,234,345,,16,4,3,,,,0,8
Ruiz,322,B ,318,291,,9,3,2,,,,0,11
Ruiz,323,B ,186,206,,6,3,3,,,,0,11
Ruiz,323,C1 ,194,212,,7,0,2,,,,0,7
Ruiz,324,B ,258,260,,12,3,4,,,,0,8
Ruiz,325,B ,138,175,,2,0,2,,,,1,8
Ruiz,326,B ,224,229,,2,2,1,,,,0,11
Ruiz,327,B ,278,236,,7,4,4,,,,0,0
Ruiz,328,B ,289,308,,14,1,3,,,,0,0
Ruiz,329,B ,270,240,,13,1,2,,,,0,12
Ruiz,330,B ,129,162,,3,0,0,,,,0,6
Ruiz,331,B ,276,235,,7,3,0,,,,0,16
Ruiz,332,B ,30,58,,7,0,0,,,,0,0
Ruiz,333,B ,109,209,,4,1,0,,,,0,13
Ruiz,333,E1 ,130,215,,47,1,0,,,,1,23
Ruiz,334,B ,65,55,,7,0,1,,,,0,0
Ruiz,334,E1 ,12,87,,3,0,0,,,,0,0
Ruiz,335,B ,100,35,,3,0,0,,,,0,0
Ruiz,336,B ,194,91,,9,0,0,,,,0,8
Ruiz,337,B ,181,279,,4,2,0,,,,0,5
Ruiz,338,B ,151,168,,6,0,3,,,,1,6
Ruiz,339,B ,69,51,,3,0,0,,,,0,2
Ruiz,340,B ,118,117,,6,2,1,,,,0,0
Ruiz,341,B ,236,147,,10,1,0,,,,1,7
Ruiz,342,B ,115,110,,4,2,0,,,,0,2
Ruiz,343,B ,294,226,,24,0,8,,,,0,21
Ruiz,344,B ,154,121,,5,2,0,,,,0,8
Ruiz,345,B ,187,87,,3,0,1,,,,1,8
Ruiz,346,B ,73,56,,0,0,0,,,,0,2
Ruiz,346,E1 ,79,71,,4,0,0,,,,0,2
Ruiz,346,E2 ,56,34,,1,0,0,,,,0,1
San Blas,347,B,97,158,,3,5,5,,,243,0,21
San Blas,347,C1,93,170,,3,6,12,,,216,0,28
San Blas,348,B,104,122,,8,4,4,,,175,0,29
San Blas,348,C1,126,130,,5,2,6,,,207,0,0
San Blas,349,B,105,176,,8,2,9,,,302,1,38
San Blas,350,B,69,124,,4,4,6,,,147,0,12
San Blas,350,C1,73,131,,6,3,2,,,135,0,0
San Blas,351,B,95,151,,4,9,3,,,208,0,0
San Blas,352,B,68,150,,2,5,4,,,197,0,21
San Blas,352,C1,77,132,,6,7,3,,,155,0,28
San Blas,353,B,120,98,,5,1,0,,,89,3,11
San Blas,354,B,16,103,,2,4,1,,,78,0,0
San Blas,355,B,16,70,,1,1,0,,,88,0,0
San Blas,356,B,111,221,,0,0,6,,,183,0,29
San Blas,357,B,87,197,,5,7,6,,,122,1,22
San Blas,358,B,25,83,,2,1,7,,,101,0,14
San Blas,359,B,41,207,,11,4,8,,,140,0,27
San Blas,360,B,55,222,,14,9,18,,,147,0,20
San Blas,361,B,88,286,,10,13,9,,,135,0,30
San Blas,362,B,7,97,,3,3,1,,,77,0,12
San Blas,363,B,10,31,,0,1,0,,,32,1,1
San Blas,364,B,10,36,,2,0,0,,,44,0,3
San Blas,365,B,30,89,,2,1,3,,,132,1,16
San Blas,366,B,72,59,,3,5,5,,,179,0,24
San Blas,367,B,23,118,,13,3,5,,,124,0,24
San Blas,367,C1,33,100,,18,2,4,,,170,0,9
San Blas,368,B,16,107,,6,2,1,,,119,0,0
San Blas,369,B,42,166,,4,6,2,,,107,0,0
San Blas,370,B,17,147,,2,3,0,,,117,0,11
San Blas,371,B,10,48,,1,0,0,,,25,0,1
San Blas,372,B,39,44,,5,1,2,,,50,0,20
San Blas,373,B,62,83,,8,2,1,,,85,1,7
San Blas,374,B,15,38,,0,0,0,,,31,0,3
San Blas,375,B,12,36,,0,0,0,,,56,0,0
San Blas,376,B,108,73,,0,1,0,,,195,0,24
San Blas,376,C1,89,79,,2,2,3,,,186,2,21
San Blas,377,B,4,25,,1,2,0,,,53,0,0
San Blas,378,B,5,39,,0,0,1,,,100,1,2
San Blas,379,B,4,9,,0,0,0,,,44,0,3
San Blas,380,B,8,48,,0,0,0,,,58,1,7
San Blas,381,B,27,30,,7,0,0,,,38,0,7
San Blas,382,B ,42,111,,8,4,1,,,168,0,34
San Blas,382,C1 ,67,91,,13,2,1,,,127,0,22
San Blas,383,B ,118,98,,17,11,4,,,236,0,50
San Blas,384,B ,17,92,,0,0,0,,,123,0,0
San Blas,385,B ,50,172,,3,4,2,,,292,0,0
San Blas,386,B ,47,151,,6,7,3,,,157,4,13
San Blas,386,C1 ,59,158,,6,3,1,,,142,0,12
San Blas,387,B ,110,173,,19,1,1,,,222,0,46
San Blas,388,B ,85,150,,8,2,1,,,117,0,29
San Blas,389,B ,58,164,,14,2,2,,,141,0,18
San Blas,390,B ,87,213,,18,2,2,,,259,0,35
San Blas,391,B ,7,98,,5,1,0,,,95,0,16
San Blas,392,B ,93,151,,14,1,4,,,189,3,28
San Blas,393,B ,32,107,,10,3,7,,,113,0,22
San Blas,394,B ,63,41,,0,1,0,,,78,0,8
San Blas,395,B ,173,226,,4,2,1,,,158,0,0
San Blas,396,B ,26,50,,2,2,0,,,81,0,6
San Blas,397,B ,22,20,,1,0,0,,,20,1,3
San Pedro Lagunillas,398,B ,191,199,,19,,149,,,,1,29
San Pedro Lagunillas,399,B ,192,214,,8,,137,,,,0,9
San Pedro Lagunillas,400,B ,155,232,,2,,112,,,,1,8
San Pedro Lagunillas,401,B ,248,222,,4,,97,,,,0,11
San Pedro Lagunillas,402,B ,53,109,,0,,2,,,,0,0
San Pedro Lagunillas,403,B ,62,120,,2,,10,,,,0,2
San Pedro Lagunillas,404,B ,54,105,,2,,14,,,,0,2
San Pedro Lagunillas,404,E1 ,35,31,,1,,13,,,,0,0
San Pedro Lagunillas,405,B ,16,59,,1,,7,,,,0,4
San Pedro Lagunillas,406,B ,146,110,,9,,71,,,,0,28
San Pedro Lagunillas,407,B ,65,63,,1,,50,,,,0,6
San Pedro Lagunillas,408,B ,131,110,,1,,101,,,,0,7
San Pedro Lagunillas,409,B ,57,93,,0,,111,,,,0,4
San Pedro Lagunillas,410,B ,97,193,,3,,196,,,,2,10
Santa María del Oro,411,B,,134,162,100,3,,,,,4,27
Santa María del Oro,411,C1,,133,145,128,2,,,,,0,40
Santa María del Oro,411,E1,,21,31,12,0,,,,,0,8
Santa María del Oro,412,B,,218,235,170,0,,,,,0,29
Santa María del Oro,412,C1,,197,240,167,4,,,,,0,0
Santa María del Oro,413,B,,80,13,58,1,,,,,0,11
Santa María del Oro,414,B,,82,72,84,4,,,,,0,13
Santa María del Oro,414,E1,,100,38,58,4,,,,,0,10
Santa María del Oro,415,B,,181,109,136,0,,,,,1,12
Santa María del Oro,416,B,,108,241,28,1,,,,,0,0
Santa María del Oro,416,C1,,122,213,27,2,,,,,0,0
Santa María del Oro,417,B,,25,13,65,2,,,,,0,0
Santa María del Oro,417,E1,,23,4,78,1,,,,,0,2
Santa María del Oro,418,B,,95,14,132,1,,,,,0,0
Santa María del Oro,419,B,,147,42,159,3,,,,,0,0
Santa María del Oro,420,B,,111,48,51,15,,,,,0,20
Santa María del Oro,421,B,,216,113,121,31,,,,,0,24
Santa María del Oro,421,C1,,228,129,108,23,,,,,1,30
Santa María del Oro,422,B,,148,146,53,8,,,,,0,17
Santa María del Oro,422,E1,,26,4,42,0,,,,,0,3
Santa María del Oro,423,B,,144,91,38,5,,,,,1,10
Santa María del Oro,423,E1,,38,12,80,0,,,,,0,0
Santa María del Oro,424,B,,66,77,13,1,,,,,1,9
Santa María del Oro,424,E1,,60,13,33,1,,,,,0,4
Santa María del Oro,425,B,,123,74,127,6,,,,,0,20
Santa María del Oro,426,B,,45,16,75,4,,,,,0,7
Santa María del Oro,427,B,,167,124,309,0,,,,,0,0
Santa María del Oro,428,B,,32,14,45,1,,,,,1,0
Santa María del Oro,429,B,,282,84,111,7,,,,,0,28
Santa María del Oro,430,B,,268,44,27,1,,,,,0,22
Santa María del Oro,431,B,,252,29,44,1,,,,,0,20
Santa María del Oro,432,B,,54,24,13,0,,,,,0,6
Santa María del Oro,433,B,,211,171,62,5,,,,,0,26
Santa María del Oro,433,C1,,242,167,52,3,,,,,0,0
Santa María del Oro,434,B,,53,15,3,0,,,,,0,1
Santiago Ixcuintla,435,B,,211,216,8,0,18,,,,0,0
Santiago Ixcuintla,436,B,,155,125,4,3,7,,,,0,13
Santiago Ixcuintla,436,C1,,152,141,8,0,7,,,,0,4
Santiago Ixcuintla,437,B,,261,220,8,1,8,,,,1,18
Santiago Ixcuintla,437,C1,,253,252,7,3,11,,,,1,17
Santiago Ixcuintla,438,B,,216,241,9,1,4,,,,0,16
Santiago Ixcuintla,439,B,,116,152,8,0,0,,,,0,4
Santiago Ixcuintla,440,B,,162,138,9,0,3,,,,0,10
Santiago Ixcuintla,441,B,,215,279,7,3,15,,,,0,16
Santiago Ixcuintla,442,B,,138,164,11,2,5,,,,0,4
Santiago Ixcuintla,442,C1,,169,166,16,0,2,,,,0,0
Santiago Ixcuintla,443,B,,182,185,8,1,1,,,,1,0
Santiago Ixcuintla,444,B,,94,135,6,0,0,,,,0,3
Santiago Ixcuintla,445,B,,82,82,11,0,4,,,,0,5
Santiago Ixcuintla,446,B,,150,165,9,0,2,,,,1,5
Santiago Ixcuintla,447,B,,236,180,11,5,6,,,,0,10
Santiago Ixcuintla,448,B,,210,193,10,0,4,,,,1,11
Santiago Ixcuintla,449,B,,72,89,5,3,1,,,,1,2
Santiago Ixcuintla,450,B,,152,179,5,2,2,,,,0,9
Santiago Ixcuintla,451,B,,136,158,4,4,0,,,,0,0
Santiago Ixcuintla,451,C1,,138,136,3,4,4,,,,0,9
Santiago Ixcuintla,452,B,,138,99,5,0,1,,,,0,0
Santiago Ixcuintla,453,B,,82,89,14,0,0,,,,0,6
Santiago Ixcuintla,454,B,,52,87,10,0,1,,,,0,2
Santiago Ixcuintla,455,B,,117,164,16,1,1,,,,0,11
Santiago Ixcuintla,456,B,,132,96,4,1,0,,,,0,10
Santiago Ixcuintla,457,B,,372,357,6,1,5,,,,0,23
Santiago Ixcuintla,458,B,,420,189,5,1,1,,,,0,0
Santiago Ixcuintla,459,B,,242,172,4,1,3,,,,0,10
Santiago Ixcuintla,459,C1,,193,223,0,0,6,,,,0,0
Santiago Ixcuintla,460,B,,269,262,11,2,11,,,,0,0
Santiago Ixcuintla,460,E1,,33,55,1,0,1,,,,0,0
Santiago Ixcuintla,460,E2,,23,25,0,0,0,,,,0,0
Santiago Ixcuintla,461,B,,201,193,4,1,11,,,,0,23
Santiago Ixcuintla,462,B,,97,19,2,1,7,,,,0,12
Santiago Ixcuintla,463,B,,219,146,57,2,10,,,,1,14
Santiago Ixcuintla,464,B,,101,181,11,1,5,,,,0,16
Santiago Ixcuintla,465,B,,191,319,11,2,43,,,,0,0
Santiago Ixcuintla,466,B,,281,129,5,4,40,,,,0,0
Santiago Ixcuintla,467,B,,78,98,4,2,12,,,,0,23
Santiago Ixcuintla,468,B,,102,141,10,1,20,,,,2,21
Santiago Ixcuintla,469,B,,178,98,4,2,6,,,,0,31
Santiago Ixcuintla,470,B,,187,255,15,4,3,,,,0,0
Santiago Ixcuintla,471,B,,163,151,4,3,0,,,,0,10
Santiago Ixcuintla,472,B,,207,211,5,7,0,,,,0,12
Santiago Ixcuintla,473,B,,213,153,5,2,1,,,,0,0
Santiago Ixcuintla,474,B,,246,216,12,2,0,,,,0,0
Santiago Ixcuintla,475,B,,135,94,6,1,7,,,,0,0
Santiago Ixcuintla,476,B,,160,67,11,1,1,,,,0,0
Santiago Ixcuintla,477,B,,134,86,1,2,0,,,,0,0
Santiago Ixcuintla,478,B,,121,87,6,0,0,,,,0,0
Santiago Ixcuintla,478,E1,,45,59,0,2,0,,,,0,0
Santiago Ixcuintla,479,B,,36,28,0,1,0,,,,0,2
Santiago Ixcuintla,480,B,,67,53,1,0,0,,,,0,0
Santiago Ixcuintla,480,E1,,76,45,0,0,0,,,,0,0
Santiago Ixcuintla,480,E2,,27,26,0,0,0,,,,0,0
Santiago Ixcuintla,481,B,,60,50,0,0,0,,,,0,0
Santiago Ixcuintla,482,B,,207,346,4,0,1,,,,0,0
Santiago Ixcuintla,483,B,,174,161,3,0,0,,,,0,9
Santiago Ixcuintla,483,C1,,145,185,5,0,1,,,,0,5
Santiago Ixcuintla,484,B,,192,349,3,0,0,,,,0,4
Santiago Ixcuintla,485,B,,270,141,7,1,3,,,,0,0
Santiago Ixcuintla,486,B,,140,34,2,1,1,,,,0,4
Santiago Ixcuintla,487,B,,201,178,18,2,0,,,,0,0
Santiago Ixcuintla,487,E1,,128,65,3,2,1,,,,0,0
Santiago Ixcuintla,487,E2,,26,19,4,0,0,,,,0,2
Santiago Ixcuintla,488,B,,230,224,4,1,1,,,,0,8
Santiago Ixcuintla,489,B,,187,127,9,1,15,,,,0,7
Santiago Ixcuintla,489,E1,,46,56,3,0,0,,,,0,2
Santiago Ixcuintla,490,B,,211,110,3,1,8,,,,0,8
Santiago Ixcuintla,491,B,,207,119,1,2,0,,,,0,10
Santiago Ixcuintla,492,B,,104,79,5,1,4,,,,0,9
Santiago Ixcuintla,493,B,,173,246,84,2,11,,,,0,26
Santiago Ixcuintla,494,B,,120,122,36,0,7,,,,0,0
Santiago Ixcuintla,495,B,,147,119,57,1,8,,,,0,0
Santiago Ixcuintla,496,B,,126,158,10,6,18,,,,0,17
Santiago Ixcuintla,497,B,,169,303,16,4,11,,,,4,25
Santiago Ixcuintla,498,B,,216,210,3,2,14,,,,0,23
Santiago Ixcuintla,499,B,,120,62,0,2,4,,,,0,12
Santiago Ixcuintla,500,B,,122,78,12,3,7,,,,0,0
Santiago Ixcuintla,501,B,,132,133,8,1,7,,,,0,12
Santiago Ixcuintla,502,B,,199,214,21,5,34,,,,3,29
Santiago Ixcuintla,503,B,,88,135,7,4,5,,,,0,0
Santiago Ixcuintla,503,C1,,102,110,13,3,4,,,,0,9
Santiago Ixcuintla,504,B,,158,148,9,4,6,,,,0,18
Santiago Ixcuintla,505,B,,302,239,9,1,2,,,,0,0
Santiago Ixcuintla,506,B,,131,93,1,0,0,,,,0,0
Santiago Ixcuintla,507,B,,261,178,4,1,4,,,,0,5
Santiago Ixcuintla,508,B,,167,132,14,1,17,,,,0,14
Santiago Ixcuintla,508,C1,,191,112,0,0,0,,,,0,0
Santiago Ixcuintla,509,B,,168,81,3,0,3,,,,0,4
Santiago Ixcuintla,510,B,,118,103,1,1,1,,,,0,0
Santiago Ixcuintla,511,B,,192,98,5,0,4,,,,0,6
Santiago Ixcuintla,511,C1,,182,99,8,1,0,,,,0,6
Santiago Ixcuintla,512,B,,316,172,7,2,0,,,,0,14
Santiago Ixcuintla,513,B,,237,106,9,1,0,,,,0,8
Santiago Ixcuintla,514,B,,95,59,0,1,0,,,,0,0
Santiago Ixcuintla,514,E1,,35,10,0,0,0,,,,0,0
Santiago Ixcuintla,515,B,,140,157,1,10,0,,,,0,15
Santiago Ixcuintla,516,B,,197,156,0,0,1,,,,0,8
Santiago Ixcuintla,517,B,,137,72,5,2,0,,,,0,6
Santiago Ixcuintla,518,B,,73,33,2,0,0,,,,1,1
Santiago Ixcuintla,519,B,,145,92,6,1,2,,,,0,2
Santiago Ixcuintla,520,B,,193,152,3,4,4,,,,0,0
Santiago Ixcuintla,521,B,,135,214,1,0,1,,,,0,0
Santiago Ixcuintla,522,B,,189,265,7,2,0,,,,1,12
Santiago Ixcuintla,523,B,,301,289,9,1,1,,,,0,10
Santiago Ixcuintla,524,B,,124,217,4,0,0,,,,1,9
Santiago Ixcuintla,525,B ,,127,135,1,1,0,,,,0,0
Santiago Ixcuintla,526,B ,,216,337,5,0,0,,,,0,0
Santiago Ixcuintla,527,B ,,184,231,4,1,0,,,,0,0
Santiago Ixcuintla,528,B ,,249,371,5,0,2,,,,0,9
Santiago Ixcuintla,529,B ,,127,172,2,0,0,,,,0,0
Santiago Ixcuintla,530,B ,,158,170,4,0,0,,,,0,7
Santiago Ixcuintla,531,B ,,258,310,5,1,0,,,,0,12
Santiago Ixcuintla,532,B ,,193,99,6,3,1,,,,0,11
Santiago Ixcuintla,532,C1 ,,165,113,9,1,2,,,,0,11
Santiago Ixcuintla,533,B ,,69,18,0,0,0,,,,0,1
Santiago Ixcuintla,534,B ,,121,108,6,1,5,,,,1,11
Santiago Ixcuintla,535,B ,,132,114,13,2,4,,,,0,8
Santiago Ixcuintla,536,B ,,152,94,11,1,8,,,,0,9
Santiago Ixcuintla,537,B ,,130,210,6,2,5,,,,1,20
Santiago Ixcuintla,538,B ,,158,177,6,0,8,,,,0,16
Santiago Ixcuintla,539,B ,,158,216,7,2,11,,,,0,13
Santiago Ixcuintla,540,B ,,221,168,11,5,16,,,,0,18
Santiago Ixcuintla,541,B ,,184,289,1,0,12,,,,0,14
Santiago Ixcuintla,542,B ,,243,202,5,2,4,,,,0,5
Santiago Ixcuintla,542,E1 ,,59,62,1,2,0,,,,0,0
Santiago Ixcuintla,543,B ,,196,172,11,1,0,,,,0,9
Santiago Ixcuintla,543,C1 ,,177,165,13,4,0,,,,0,10
Santiago Ixcuintla,544,B ,,137,160,7,0,0,,,,0,4
Santiago Ixcuintla,545,B ,,246,318,11,2,3,,,,0,17
Santiago Ixcuintla,546,B ,,185,182,5,3,5,,,,0,11
Santiago Ixcuintla,546,E1 ,,91,78,1,1,0,,,,0,0
Tecuala,547,B,,202,165,5,0,0,,,,0,13
Tecuala,548,B,,284,177,15,3,0,,,,0,9
Tecuala,549,B,,235,204,6,0,0,,,,0,0
Tecuala,550,B,,206,166,6,1,5,,,,0,0
Tecuala,550,C1,,193,144,19,1,4,,,,0,0
Tecuala,550,E1,,108,114,3,2,0,,,,0,2
Tecuala,551,B,,143,138,89,20,1,,,,0,0
Tecuala,552,B,,219,172,13,0,0,,,,0,19
Tecuala,553,B,,163,178,9,1,1,,,,0,5
Tecuala,554,B,,222,195,2,1,1,,,,0,9
Tecuala,555,B,,157,170,4,0,0,,,,0,12
Tecuala,556,B,,83,112,2,0,2,,,,0,1
Tecuala,557,B,,107,80,7,1,0,,,,0,0
Tecuala,558,B,,159,97,3,2,1,,,,0,0
Tecuala,559,B,,157,121,8,3,0,,,,0,15
Tecuala,560,B,,137,102,3,0,0,,,,0,9
Tecuala,561,B,,163,134,2,1,0,,,,0,0
Tecuala,562,B,,209,166,3,2,0,,,,2,9
Tecuala,563,B,,204,175,1,0,1,,,,0,7
Tecuala,564,B,,248,191,5,4,5,,,,0,0
Tecuala,565,B,,71,43,4,1,1,,,,0,2
Tecuala,566,B,,68,40,0,0,0,,,,0,2
Tecuala,567,B,,297,158,6,1,3,,,,0,11
Tecuala,567,E1,,64,12,5,0,0,,,,0,4
Tecuala,568,B,,271,168,3,2,0,,,,0,0
Tecuala,569,B,,141,80,27,1,0,,,,0,0
Tecuala,570,B,,196,118,5,6,0,,,,0,0
Tecuala,570,C1,,185,106,10,11,2,,,,0,32
Tecuala,571,B,,186,342,4,6,0,,,,0,0
Tecuala,572,B,,150,273,3,1,4,,,,0,0
Tecuala,573,B,,174,407,1,1,0,,,,0,6
Tecuala,574,B,,132,295,2,0,6,,,,0,0
Tecuala,575,B,,161,412,2,0,6,,,,0,14
Tecuala,576,B,,201,252,18,5,0,,,,0,8
Tecuala,577,B,,239,98,1,1,2,,,,0,0
Tecuala,578,B,,354,157,5,1,4,,,,0,17
Tecuala,579,B ,,220,186,5,1,5,,,,0,16
Tecuala,580,B ,,254,179,7,3,0,,,,0,0
Tecuala,581,B ,,259,123,2,0,0,,,,0,4
Tecuala,582,B ,,169,132,9,0,3,,,,0,16
Tecuala,582,C1 ,,200,115,12,1,2,,,,0,0
Tecuala,583,B ,,238,317,2,0,2,,,,0,4
Tecuala,584,B ,,292,237,2,0,1,,,,0,0
Tecuala,585,B ,,172,149,4,0,1,,,,0,3
Tecuala,586,B ,,228,203,1,0,1,,,,0,0
Tecuala,587,B ,,249,226,6,2,1,,,,0,15
Tecuala,588,B ,,268,379,1,1,0,,,,0,0
Tecuala,589,B ,,117,36,1,0,0,,,,0,0
Tecuala,590,B ,,47,24,0,0,0,,,,0,1
Tecuala,590,E1 ,,28,50,0,0,0,,,,0,0
Tecuala,591,B ,,307,207,4,0,0,,,,0,16
Tecuala,592,B ,,83,73,4,3,0,,,,0,0
Tecuala,593,B ,,171,86,4,3,1,,,,0,12
Tecuala,594,B ,,136,100,3,4,1,,,,0,5
Tecuala,595,B ,,231,34,0,1,0,,,,0,6
Tecuala,596,B ,,104,91,2,1,0,,,,0,5
Tepic,597,B,320,149,,6,2,7,,,,0,0
Tepic,598,B,243,173,,12,1,3,,,,0,15
Tepic,598,C1,240,161,,23,6,5,,,,0,13
Tepic,598,C2,261,164,,14,5,1,,,,0,10
Tepic,598,C3,231,158,,15,4,0,,,,1,18
Tepic,599,B,168,159,,9,3,7,,,,0,0
Tepic,600,B,164,103,,16,3,5,,,,0,8
Tepic,600,C1,135,123,,15,1,4,,,,0,0
Tepic,601,B,210,139,,8,2,4,,,,1,7
Tepic,601,C1,198,133,,13,5,6,,,,0,0
Tepic,601,C2,198,135,,10,3,3,,,,0,14
Tepic,602,B,215,142,,12,2,11,,,,2,8
Tepic,602,C1,240,129,,10,3,7,,,,0,0
Tepic,603,B,158,116,,12,1,3,,,,1,15
Tepic,603,C1,146,113,,8,7,3,,,,0,10
Tepic,604,B,141,133,,12,3,4,,,,0,9
Tepic,604,C1,134,134,,5,1,1,,,,0,13
Tepic,605,B,145,118,,12,2,5,,,,2,12
Tepic,605,C1,144,127,,5,2,1,,,,0,11
Tepic,606,B,176,146,,9,5,3,,,,3,12
Tepic,606,C1,169,177,,14,5,3,,,,0,11
Tepic,607,B,218,188,,15,1,2,,,,0,36
Tepic,607,C1,224,190,,16,3,7,,,,2,20
Tepic,607,C2,231,189,,21,6,5,,,,3,11
Tepic,610,B,248,201,,10,3,16,,,,0,9
Tepic,610,C1,260,202,,17,2,14,,,,0,14
Tepic,612,B,321,205,,19,4,6,,,,0,18
Tepic,612,C1,321,187,,13,3,8,,,,2,12
Tepic,613,B,304,145,,17,2,8,,,,0,15
Tepic,613,C1,270,156,,14,4,8,,,,1,16
Tepic,614,B,277,178,,12,3,7,,,,0,10
Tepic,615,B,294,198,,4,4,7,,,,0,0
Tepic,616,B,207,102,,5,1,5,,,,0,13
Tepic,616,C1,219,107,,8,0,6,,,,0,9
Tepic,617,B,219,113,,11,1,6,,,,0,3
Tepic,617,C1,210,117,,5,3,9,,,,0,14
Tepic,618,B,164,117,,10,7,5,,,,0,12
Tepic,619,B,253,160,,9,4,3,,,,0,18
Tepic,620,B,258,144,,15,4,7,,,,0,21
Tepic,621,B,150,82,,6,1,2,,,,0,10
Tepic,621,C1,151,99,,7,5,7,,,,0,10
Tepic,622,B,251,145,,2,3,6,,,,1,14
Tepic,623,B,153,142,,8,3,4,,,,0,9
Tepic,623,C1,125,141,,5,1,5,,,,2,11
Tepic,624,B,216,197,,17,3,5,,,,0,15
Tepic,625,B,141,167,,9,2,2,,,,1,8
Tepic,626,B,202,147,,13,5,5,,,,0,0
Tepic,626,C1,116,156,,46,9,11,,,,1,18
Tepic,627,B,167,124,,16,2,5,,,,0,8
Tepic,627,C1,185,112,,24,4,3,,,,1,12
Tepic,628,B,267,219,,28,2,8,,,,0,7
Tepic,629,B,127,85,,7,4,1,,,,0,15
Tepic,629,C1,122,101,,8,4,4,,,,0,12
Tepic,630,B,214,141,,12,3,4,,,,0,13
Tepic,630,C1,200,154,,14,3,4,,,,0,16
Tepic,631,B,246,179,,23,5,6,,,,0,13
Tepic,631,C1,228,172,,17,5,4,,,,0,10
Tepic,632,B,184,115,,21,3,7,,,,1,9
Tepic,632,C1,199,88,,9,5,13,,,,0,16
Tepic,635,B,266,188,,12,3,5,,,,0,11
Tepic,635,C1,274,174,,17,3,7,,,,0,0
Tepic,636,B,185,128,,17,3,7,,,,0,6
Tepic,637,B,214,147,,15,1,8,,,,0,16
Tepic,638,B,179,132,,13,3,4,,,,0,0
Tepic,639,B,237,191,,10,4,4,,,,0,14
Tepic,640,B,153,110,,11,3,4,,,,0,4
Tepic,640,C1,142,104,,11,1,6,,,,1,6
Tepic,641,B,128,167,,11,4,5,,,,0,10
Tepic,642,B,216,195,,17,3,6,,,,0,15
Tepic,643,B,314,168,,11,7,9,,,,0,12
Tepic,644,B,313,123,,13,8,6,,,,0,16
Tepic,645,B,320,169,,19,2,2,,,,1,11
Tepic,646,B,196,100,,14,3,8,,,,3,9
Tepic,646,C1,155,88,,10,1,5,,,,3,9
Tepic,647,B,178,89,,8,2,0,,,,0,8
Tepic,648,B,230,153,,8,0,6,,,,0,10
Tepic,649,B,211,117,,11,1,3,,,,0,7
Tepic,650,B,218,113,,4,2,4,,,,0,5
Tepic,651,B,187,127,,12,2,5,,,,0,5
Tepic,651,C1,185,115,,3,3,9,,,,0,17
Tepic,652,B,246,139,,7,0,5,,,,2,9
Tepic,653,B,192,94,,9,2,7,,,,0,4
Tepic,654,B,244,114,,16,1,4,,,,0,15
Tepic,655,B,189,130,,19,1,9,,,,0,13
Tepic,656,B,258,168,,17,1,8,,,,1,13
Tepic,657,B,230,161,,8,4,9,,,,0,6
Tepic,658,B,287,193,,18,3,7,,,,0,10
Tepic,659,B,164,127,,6,2,7,,,,0,12
Tepic,660,B,247,171,,13,2,1,,,,0,12
Tepic,661,B,260,125,,5,1,3,,,,0,9
Tepic,661,C1,254,147,,6,1,7,,,,1,11
Tepic,662,B,397,200,,19,4,14,,,,2,11
Tepic,663,B,359,170,,5,5,9,,,,0,12
Tepic,663,C1,321,152,,22,7,14,,,,2,21
Tepic,664,B,386,182,,6,1,7,,,,0,16
Tepic,664,C1,380,199,,9,4,9,,,,0,9
Tepic,665,B,411,158,,7,3,3,,,,0,19
Tepic,666,B,310,168,,10,1,14,,,,0,11
Tepic,667,B,270,144,,9,4,13,,,,0,5
Tepic,668,B,238,112,,11,1,6,,,,0,7
