"DTO_LOC,N,12,0","CVE_DEL,N,12,0","NOM_DEL,C,28","SECCION,N,12,0","CASILLA,C,13","LIS_NOM,N,9,0","APC,N,8,0","PRI,N,7,0","PRD,N,8,0","PT,N,6,0","CDPPN,N,7,0","PCD,N,7,0","PSN,N,5,0","PARM,N,7,0","PAS,N,6,0","DSPPN,N,7,0","V_CC,N,7,0","TOTV_CC,N,10,0","V_BLAN,N,8,0","V_NUL,N,7,0","OBSERVACIO,C,18"
37,9,MILPA ALTA,3151,C,557,76,100,199,7,2,3,0,4,1,4,6,218,3,3,
37,9,MILPA ALTA,3152,B,505,73,135,129,8,3,10,1,5,1,12,1,153,6,7,
37,9,MILPA ALTA,3152,C,505,72,104,141,3,1,16,0,1,0,11,1,162,7,4,
37,9,MILPA ALTA,3153,B,502,52,95,152,12,2,10,0,4,0,3,0,176,2,6,
37,9,MILPA ALTA,3153,C1,503,49,88,146,20,2,5,0,2,1,10,3,177,4,10,
37,9,MILPA ALTA,3153,C2,503,48,86,132,8,0,4,1,2,0,8,3,148,4,6,
37,9,MILPA ALTA,3154,B,581,75,119,127,11,0,4,1,4,1,10,3,147,6,6,
37,9,MILPA ALTA,3154,C,581,53,126,170,4,2,7,0,3,1,11,5,189,1,6,
37,9,MILPA ALTA,3155,B,673,64,129,186,11,0,4,1,4,0,7,0,202,3,7,
37,9,MILPA ALTA,3155,C,674,84,145,167,6,3,4,0,5,1,14,4,185,5,9,
37,9,MILPA ALTA,3156,B,558,77,94,164,9,1,1,0,1,0,9,4,179,2,6,
37,9,MILPA ALTA,3156,C,558,62,116,141,7,2,4,2,1,0,6,2,158,4,6,
37,9,MILPA ALTA,3157,B,695,98,121,189,7,4,5,0,3,0,8,4,209,2,5,
37,9,MILPA ALTA,3157,C,695,110,91,195,13,0,1,0,7,2,17,0,211,0,8,
37,9,MILPA ALTA,3158,B,550,49,102,169,0,0,0,0,5,0,24,0,169,6,4,
37,9,MILPA ALTA,3158,C,550,55,125,158,0,0,0,0,1,0,12,22,180,7,3,
37,9,MILPA ALTA,3159,B,714,73,153,224,6,6,6,0,15,0,10,0,242,17,8,
37,9,MILPA ALTA,3159,C1,715,80,173,195,6,2,12,0,0,2,0,0,217,7,17,
37,9,MILPA ALTA,3159,C2,715,67,152,244,4,0,11,2,6,3,9,0,264,3,7,
37,9,MILPA ALTA,3160,B,645,70,158,213,10,1,7,2,3,1,10,2,236,7,2,
37,9,MILPA ALTA,3160,C1,646,42,172,167,9,1,7,0,7,1,9,8,193,7,3,
37,9,MILPA ALTA,3160,C2,646,59,126,213,8,2,8,0,4,1,5,6,238,0,4,
37,9,MILPA ALTA,3161,B,652,73,177,193,8,1,7,0,10,0,10,11,220,9,3,
37,9,MILPA ALTA,3161,C,653,53,171,196,9,0,12,1,6,0,11,0,218,7,3,
37,9,MILPA ALTA,3162,B,479,56,93,173,4,0,6,1,3,0,12,0,184,3,6,
37,9,MILPA ALTA,3162,C,479,66,109,138,4,0,2,0,4,0,7,2,146,3,3,
37,13,XOCHIMILCO,4107,B,741,144,95,160,9,2,9,0,7,0,16,1,181,0,10,
37,13,XOCHIMILCO,4107,C,741,155,113,182,12,2,13,1,9,2,12,3,215,6,5,
37,13,XOCHIMILCO,4108,B,736,116,87,195,5,1,8,1,5,0,13,4,214,4,6,
37,13,XOCHIMILCO,4108,C,737,110,86,178,4,1,4,1,2,1,10,4,193,6,9,
37,13,XOCHIMILCO,4109,B,530,105,65,148,9,2,11,0,3,0,19,2,172,0,1,
37,13,XOCHIMILCO,4109,C1,530,102,81,155,8,0,9,0,3,1,4,3,176,3,4,
37,13,XOCHIMILCO,4109,C2,530,107,70,154,5,5,6,0,5,0,17,6,176,10,6,
37,13,XOCHIMILCO,4110,B,675,166,95,173,8,3,10,1,7,1,12,1,197,2,5,
37,13,XOCHIMILCO,4110,C,675,160,84,161,9,5,14,1,14,1,17,3,194,5,3,
37,13,XOCHIMILCO,4111,B,575,109,58,141,7,1,9,0,8,1,19,4,163,1,4,
37,13,XOCHIMILCO,4111,C,576,153,71,183,9,6,8,2,5,0,13,6,214,6,5,
37,13,XOCHIMILCO,4112,B,571,93,76,171,7,3,4,0,7,0,14,4,189,1,5,
37,13,XOCHIMILCO,4112,C,572,100,86,160,10,1,6,2,13,0,16,0,179,0,13,
37,13,XOCHIMILCO,4113,B,526,123,66,146,13,4,8,1,5,0,28,6,178,6,2,
37,13,XOCHIMILCO,4113,C,526,112,73,178,6,1,0,0,4,1,18,3,189,2,8,
37,13,XOCHIMILCO,4139,B,622,112,97,153,7,3,6,0,4,0,25,0,169,7,3,
37,13,XOCHIMILCO,4139,C,622,123,106,137,7,0,6,1,1,1,15,3,155,3,7,
37,13,XOCHIMILCO,4140,B,524,93,60,155,13,0,6,1,5,0,15,4,179,6,4,
37,13,XOCHIMILCO,4140,C1,524,112,53,178,6,2,7,0,5,2,9,5,200,1,1,
37,13,XOCHIMILCO,4140,C2,524,92,75,137,15,2,8,1,1,0,14,2,165,5,6,
37,13,XOCHIMILCO,4141,B,556,118,49,171,10,0,9,1,9,0,10,2,193,0,6,
37,13,XOCHIMILCO,4141,C,556,105,75,177,11,1,9,0,6,0,13,2,200,1,0,
37,13,XOCHIMILCO,4142,B,736,151,71,228,11,3,17,1,5,0,21,1,261,5,9,
37,13,XOCHIMILCO,4142,C,736,145,71,246,11,0,11,1,10,1,28,0,270,0,7,
37,13,XOCHIMILCO,4143,B,600,83,93,195,8,1,6,0,2,0,19,3,213,4,5,
37,13,XOCHIMILCO,4143,C,601,90,76,189,9,2,4,0,7,1,8,3,208,3,6,
37,13,XOCHIMILCO,4144,B,518,89,47,143,6,2,9,0,4,0,12,0,160,2,5,
37,13,XOCHIMILCO,4144,C1,518,78,43,144,5,1,3,1,4,2,9,0,156,4,4,
37,13,XOCHIMILCO,4144,C2,518,98,43,131,10,2,8,1,7,0,12,2,154,0,11,
37,13,XOCHIMILCO,4145,B,564,64,73,189,9,2,2,1,4,1,13,6,210,2,7,
37,13,XOCHIMILCO,4145,C,564,68,65,204,8,0,5,0,4,0,16,4,221,2,6,
37,13,XOCHIMILCO,4146,B,615,74,81,229,8,0,9,1,2,1,4,7,255,4,5,
37,13,XOCHIMILCO,4146,C1,615,85,69,202,7,2,10,1,1,1,13,7,230,11,8,
37,13,XOCHIMILCO,4146,C2,616,63,90,212,12,0,7,0,7,0,14,1,232,3,3,
37,13,XOCHIMILCO,4147,B,392,66,45,117,9,0,4,1,5,3,13,4,138,3,3,
37,13,XOCHIMILCO,4147,C,393,65,52,139,5,0,2,1,4,0,13,1,148,3,2,
37,13,XOCHIMILCO,4148,B,539,84,69,164,4,0,7,0,4,0,13,3,178,1,7,
37,13,XOCHIMILCO,4148,C1,540,72,46,190,5,1,5,0,3,1,15,3,205,8,1,
37,13,XOCHIMILCO,4148,C2,540,122,66,173,5,3,3,0,4,1,12,0,185,5,4,
37,13,XOCHIMILCO,4149,B,583,103,71,172,11,2,6,0,7,0,8,0,191,0,11,
37,13,XOCHIMILCO,4149,C,584,113,75,173,9,0,2,2,5,2,16,2,190,11,4,
37,13,XOCHIMILCO,4150,B,566,93,76,158,9,1,5,0,6,0,10,1,174,3,6,
37,13,XOCHIMILCO,4150,C,566,87,63,182,0,0,12,0,1,0,17,0,194,7,9,
37,13,XOCHIMILCO,4151,B,736,126,105,206,11,0,5,0,4,0,22,3,225,6,8,
37,13,XOCHIMILCO,4151,C,736,140,107,194,15,2,10,0,10,0,20,3,224,5,3,
37,13,XOCHIMILCO,4152,B,649,124,105,200,9,5,3,2,2,0,12,1,220,6,5,
37,13,XOCHIMILCO,4152,C,649,114,128,180,6,2,9,3,5,1,16,2,203,0,5,
37,13,XOCHIMILCO,4153,B,709,86,134,196,18,1,9,2,4,0,10,8,234,7,13,
37,13,XOCHIMILCO,4153,C,709,111,106,211,12,2,8,2,6,0,15,2,237,8,10,
37,13,XOCHIMILCO,4154,B,647,119,98,188,11,2,12,1,7,0,19,7,221,4,7,
37,13,XOCHIMILCO,4154,C,647,116,101,201,8,2,9,0,5,0,16,2,222,0,6,
37,13,XOCHIMILCO,4155,B,600,89,75,176,13,1,11,0,5,1,17,3,205,3,5,
37,13,XOCHIMILCO,4155,C,600,83,76,179,9,3,9,1,6,1,18,1,203,2,10,
37,13,XOCHIMILCO,4156,B,573,81,62,184,10,0,10,0,4,0,17,7,211,8,4,
37,13,XOCHIMILCO,4156,C,574,101,55,196,5,0,6,0,1,0,12,8,215,7,3,
37,13,XOCHIMILCO,4157,B,582,130,93,152,10,0,3,0,3,0,20,2,167,2,3,
37,13,XOCHIMILCO,4157,C,583,111,102,176,4,3,5,0,5,0,15,1,189,3,8,
37,13,XOCHIMILCO,4158,B,634,96,97,209,9,1,13,0,3,2,26,0,234,2,10,
37,13,XOCHIMILCO,4158,C,634,90,110,194,1,2,5,2,4,0,23,0,204,9,2,
37,13,XOCHIMILCO,4159,B,551,70,84,189,7,2,4,0,3,0,20,6,208,6,6,
37,13,XOCHIMILCO,4159,C,552,85,90,170,10,2,9,1,0,0,18,1,193,5,5,
37,13,XOCHIMILCO,4160,B,513,100,72,153,6,0,3,3,2,1,28,2,168,7,7,
37,13,XOCHIMILCO,4160,C,514,90,64,145,8,2,5,0,4,0,23,2,162,4,4,
37,13,XOCHIMILCO,4161,B,569,98,94,149,5,1,3,0,5,0,11,3,161,2,1,
37,13,XOCHIMILCO,4161,C1,570,98,58,170,8,2,1,2,1,1,19,2,186,6,9,
37,13,XOCHIMILCO,4161,C2,570,102,82,147,2,1,10,0,6,0,26,3,163,4,7,
37,13,XOCHIMILCO,4162,B,591,85,81,197,15,1,2,2,3,1,21,8,226,6,8,
37,13,XOCHIMILCO,4162,C,592,70,99,225,11,0,5,0,2,1,13,5,247,2,6,
37,13,XOCHIMILCO,4163,B,679,87,79,176,7,3,6,0,2,0,18,9,201,8,3,
37,13,XOCHIMILCO,4163,C,679,110,73,223,11,0,7,0,3,3,16,2,246,4,14,
37,13,XOCHIMILCO,4164,B,661,72,80,148,6,2,16,4,3,0,13,13,189,10,10,
37,13,XOCHIMILCO,4164,C1,662,85,78,192,17,2,6,3,3,0,16,5,225,3,10,
37,13,XOCHIMILCO,4164,C2,662,83,91,162,8,0,6,0,4,0,10,7,183,11,5,
37,13,XOCHIMILCO,4165,B,586,89,75,183,10,3,6,1,6,0,17,5,208,1,8,
37,13,XOCHIMILCO,4165,C1,586,64,62,187,13,2,6,0,3,0,16,2,210,12,8,
37,13,XOCHIMILCO,4165,C2,586,85,89,163,5,2,4,0,3,2,20,3,179,4,12,
37,13,XOCHIMILCO,4166,B,690,96,89,199,10,1,9,2,5,1,35,0,222,0,20,
37,13,XOCHIMILCO,4166,C,690,120,72,187,7,5,8,0,4,0,21,0,207,2,21,
37,13,XOCHIMILCO,4167,B,747,143,109,177,17,1,11,1,9,1,9,1,209,9,5,
37,13,XOCHIMILCO,4167,C,747,124,81,167,14,3,9,2,5,0,16,2,197,11,24,
37,13,XOCHIMILCO,4168,B,564,109,71,136,9,1,8,2,5,1,15,6,163,4,10,
37,13,XOCHIMILCO,4168,C1,564,108,48,175,11,2,6,4,6,0,14,4,202,7,6,
37,13,XOCHIMILCO,4168,C2,564,99,65,157,8,2,3,0,3,1,7,3,174,5,4,
37,13,XOCHIMILCO,4169,B,674,112,96,196,12,1,5,1,9,0,14,3,218,8,4,
37,13,XOCHIMILCO,4169,C,675,116,94,180,11,1,7,1,3,2,28,6,208,8,2,
37,13,XOCHIMILCO,4170,B,521,70,73,134,10,0,5,0,4,3,4,5,157,7,4,
37,13,XOCHIMILCO,4170,C1,521,65,52,161,7,0,9,0,4,2,13,13,192,4,2,
37,13,XOCHIMILCO,4170,C2,521,63,54,154,5,3,6,0,3,0,4,8,176,6,6,
37,13,XOCHIMILCO,4171,B,675,108,81,186,10,0,10,1,7,0,26,3,210,3,7,
37,13,XOCHIMILCO,4171,C,676,88,90,214,0,0,0,0,1,0,19,0,214,5,11,
37,13,XOCHIMILCO,4172,B,567,90,57,177,6,1,4,1,5,0,16,3,192,5,3,
37,13,XOCHIMILCO,4172,C,567,88,56,178,5,1,3,0,4,0,11,7,194,5,5,
37,13,XOCHIMILCO,4173,B,512,68,54,181,3,1,5,0,2,0,8,5,195,5,5,
37,13,XOCHIMILCO,4173,C1,512,54,32,211,8,0,4,1,3,0,4,4,228,7,5,
37,13,XOCHIMILCO,4173,C2,512,62,62,181,8,0,3,0,3,0,6,3,195,0,8,
37,13,XOCHIMILCO,4174,B,537,79,62,182,11,1,5,1,3,0,12,2,202,6,2,
37,13,XOCHIMILCO,4174,C,537,74,51,204,7,1,3,1,6,0,27,3,219,5,3,
37,13,XOCHIMILCO,4175,B,661,111,88,221,5,1,4,1,2,3,15,6,241,11,8,
37,13,XOCHIMILCO,4175,C,662,96,75,246,10,0,3,0,4,0,11,4,263,8,7,
37,13,XOCHIMILCO,4176,B,554,82,43,227,3,0,6,1,5,0,11,1,238,3,5,
37,13,XOCHIMILCO,4176,C,554,72,61,213,6,1,8,0,6,1,14,5,234,2,4,
37,13,XOCHIMILCO,4177,B,550,75,50,205,8,1,3,0,5,1,5,1,219,2,5,
37,13,XOCHIMILCO,4177,C1,550,61,56,213,0,0,0,0,3,0,12,0,213,0,13,
37,13,XOCHIMILCO,4177,C2,550,62,45,230,5,0,3,1,11,2,10,0,241,5,5,
37,13,XOCHIMILCO,4178,B,509,78,59,155,4,1,9,0,6,0,15,0,169,7,8,
37,13,XOCHIMILCO,4178,C1,510,68,64,146,15,0,4,1,2,2,12,0,168,4,3,
37,13,XOCHIMILCO,4178,C2,510,53,55,183,10,0,4,0,4,0,10,2,199,2,6,
37,13,XOCHIMILCO,4179,B,678,109,105,205,7,4,8,1,13,1,24,0,226,5,5,
37,13,XOCHIMILCO,4179,C,679,94,114,214,8,3,8,0,4,1,15,1,235,3,3,
37,13,XOCHIMILCO,4180,B,453,86,47,132,8,1,2,1,5,0,13,0,144,1,7,
37,13,XOCHIMILCO,4180,C,454,61,61,140,13,0,12,1,5,1,8,1,168,1,8,
37,13,XOCHIMILCO,4181,B,578,99,78,160,12,1,7,1,6,1,20,4,186,2,0,
37,13,XOCHIMILCO,4181,C,579,136,65,176,7,2,1,0,6,2,10,2,190,5,6,
37,13,XOCHIMILCO,4182,B,544,80,54,179,9,1,8,0,7,2,14,2,201,3,5,
37,13,XOCHIMILCO,4182,C1,545,80,84,167,5,2,10,0,8,0,8,4,188,4,6,
37,13,XOCHIMILCO,4182,C2,545,83,63,195,7,1,5,1,7,0,14,0,209,5,0,
37,13,XOCHIMILCO,4183,B,664,91,102,150,12,1,2,2,3,1,15,3,171,6,4,
37,13,XOCHIMILCO,4183,C1,664,103,87,168,6,1,0,3,1,1,7,0,179,2,3,
37,13,XOCHIMILCO,4183,C2,665,85,91,155,8,2,6,2,3,0,6,0,173,4,5,
37,13,XOCHIMILCO,4184,B,667,115,80,188,3,0,19,2,1,2,3,4,218,11,1,
37,13,XOCHIMILCO,4184,C,668,120,62,183,12,1,7,0,3,1,10,1,205,11,7,
37,13,XOCHIMILCO,4185,B,597,116,77,165,8,3,14,0,5,0,17,4,194,0,4,
37,13,XOCHIMILCO,4185,C,598,118,70,187,8,3,11,1,4,4,17,0,214,0,5,
37,13,XOCHIMILCO,4186,B,659,144,84,180,5,2,21,0,4,3,22,3,214,6,9,
37,13,XOCHIMILCO,4186,C,660,158,95,196,8,2,31,0,5,3,13,0,240,5,8,
37,13,XOCHIMILCO,4187,B,583,133,76,147,6,2,4,1,1,0,14,0,160,6,12,
37,13,XOCHIMILCO,4187,C,583,125,75,170,5,1,14,2,6,2,14,3,197,6,8,
37,13,XOCHIMILCO,4188,B,660,106,97,197,11,3,12,0,5,0,15,0,223,3,8,
37,13,XOCHIMILCO,4188,C,661,115,108,200,10,0,6,0,2,1,22,4,221,5,2,
37,13,XOCHIMILCO,4189,B,548,120,89,151,6,2,8,0,6,0,20,2,169,3,6,
37,13,XOCHIMILCO,4189,C,548,134,70,167,14,0,6,0,2,1,18,3,191,7,4,
37,13,XOCHIMILCO,4208,B,533,114,85,130,7,0,9,0,2,1,10,3,150,5,7,
37,13,XOCHIMILCO,4208,C,533,100,80,148,6,1,9,0,5,0,9,3,167,2,0,
37,13,XOCHIMILCO,4209,B,640,129,81,169,5,4,8,1,15,0,22,4,191,2,3,
37,13,XOCHIMILCO,4209,C,640,138,78,178,11,1,6,0,11,2,21,2,200,5,2,
37,13,XOCHIMILCO,4210,B,575,113,66,152,10,2,7,2,9,0,21,2,175,5,4,
37,13,XOCHIMILCO,4210,C,575,121,67,157,7,1,3,2,11,1,22,5,176,8,8,
37,13,XOCHIMILCO,4211,B,598,127,84,136,9,2,10,1,10,0,28,1,159,11,9,
37,13,XOCHIMILCO,4211,C,598,151,93,132,3,1,10,0,16,2,12,1,149,2,3,
37,13,XOCHIMILCO,4212,B,513,98,83,137,10,4,10,1,7,0,20,4,166,0,5,
37,13,XOCHIMILCO,4212,C,514,109,72,166,12,1,4,1,4,1,18,0,185,4,4,
37,13,XOCHIMILCO,4213,B,506,128,83,127,9,3,2,0,7,0,14,1,142,3,7,
37,13,XOCHIMILCO,4213,C1,507,96,75,136,7,1,3,1,7,2,12,4,154,3,8,
37,13,XOCHIMILCO,4213,C2,507,109,96,139,6,1,5,0,4,0,19,3,154,2,5,
37,13,XOCHIMILCO,4214,B,523,100,76,146,9,4,9,0,7,1,16,2,171,3,0,
37,13,XOCHIMILCO,4214,C,523,77,82,146,9,1,3,1,5,2,11,0,162,0,5,
37,13,XOCHIMILCO,4215,B,493,102,53,134,8,1,12,0,8,0,9,2,157,4,5,
37,13,XOCHIMILCO,4215,C,494,101,69,148,5,0,7,0,4,1,18,2,163,1,0,
37,13,XOCHIMILCO,4216,B,637,150,88,175,4,0,9,0,4,0,10,9,197,5,6,
37,13,XOCHIMILCO,4216,C,637,137,68,189,7,0,12,1,4,0,17,4,213,6,2,
37,13,XOCHIMILCO,4217,B,511,105,61,164,8,3,8,0,3,1,9,1,185,6,2,
37,13,XOCHIMILCO,4217,C,512,93,64,139,9,1,17,0,2,0,17,2,168,3,3,
37,13,XOCHIMILCO,4218,B,715,131,107,181,11,3,10,0,3,2,17,8,215,5,5,
37,13,XOCHIMILCO,4218,C,715,112,97,189,9,1,8,0,4,2,13,2,211,5,11,
37,13,XOCHIMILCO,4219,B,661,130,108,184,10,0,8,1,5,0,12,4,207,5,2,
37,13,XOCHIMILCO,4219,C,661,120,127,172,5,2,6,0,7,2,16,1,188,7,3,
37,13,XOCHIMILCO,4220,B,616,100,103,169,6,2,6,3,5,0,15,3,189,1,11,
37,13,XOCHIMILCO,4220,C,616,127,91,138,11,1,4,1,4,2,16,3,160,9,7,
37,13,XOCHIMILCO,4221,B,513,102,67,152,9,0,4,1,5,0,15,1,167,8,1,
37,13,XOCHIMILCO,4221,C,513,94,60,136,15,0,6,0,2,0,10,5,162,4,3,
37,13,XOCHIMILCO,4222,B,500,95,52,140,5,1,9,1,4,0,11,0,156,3,6,
37,13,XOCHIMILCO,4222,C1,501,100,59,129,11,2,3,0,5,0,9,5,150,4,6,
37,13,XOCHIMILCO,4222,C2,501,93,57,136,9,0,7,1,1,0,10,0,153,8,2,
37,13,XOCHIMILCO,4223,B,626,96,109,160,2,0,1,0,8,1,11,3,167,0,2,
37,13,XOCHIMILCO,4223,C1,626,86,81,178,9,4,13,1,6,1,16,0,206,4,5,
37,13,XOCHIMILCO,4223,C2,626,102,73,138,8,2,4,0,8,0,17,7,159,2,13,
37,13,XOCHIMILCO,4224,B,591,80,43,165,6,1,5,0,8,0,10,3,180,6,4,
37,13,XOCHIMILCO,4224,C1,592,57,61,128,9,1,2,3,4,0,9,7,150,4,3,
37,13,XOCHIMILCO,4224,C2,592,52,62,149,7,2,2,1,3,0,9,5,166,2,3,
37,13,XOCHIMILCO,4225,B,619,84,110,131,2,0,3,1,5,0,6,5,142,6,5,
37,13,XOCHIMILCO,4225,C1,620,94,96,116,9,1,3,0,6,0,19,2,131,0,14,
37,13,XOCHIMILCO,4225,C2,620,88,99,129,5,2,11,1,7,0,9,3,151,6,7,
37,13,XOCHIMILCO,4226,B,501,77,74,142,6,0,0,10,6,0,6,2,160,5,9,
37,13,XOCHIMILCO,4226,C1,501,69,74,133,10,0,7,0,5,0,12,6,156,10,6,
37,13,XOCHIMILCO,4226,C2,501,82,86,142,8,1,10,0,2,3,7,2,166,4,2,
37,13,XOCHIMILCO,4227,B,710,112,115,194,14,3,7,0,8,0,21,1,219,5,4,
37,13,XOCHIMILCO,4227,C,711,106,112,201,8,2,6,0,5,1,16,1,219,7,11,
37,13,XOCHIMILCO,4228,B,600,87,115,154,5,1,2,1,4,0,10,1,164,4,7,
37,13,XOCHIMILCO,4228,C1,600,87,106,157,6,0,2,0,2,0,8,3,168,10,2,
37,13,XOCHIMILCO,4228,C2,600,95,97,165,4,1,10,1,4,0,18,2,183,10,6,
37,13,XOCHIMILCO,4231,B,591,128,66,155,12,2,3,0,2,0,11,0,172,5,5,
37,13,XOCHIMILCO,4231,C,592,127,76,167,6,2,7,0,2,1,12,3,186,6,5,
38,12,TLALPAN,3769,B,586,255,87,50,1,1,3,0,2,0,31,0,55,1,2,
38,12,TLALPAN,3769,C,586,261,92,48,3,1,3,0,0,0,30,0,55,2,1,
38,12,TLALPAN,3770,B,391,163,46,44,3,1,4,0,0,0,25,0,52,0,2,
38,12,TLALPAN,3770,C,392,178,43,29,3,1,2,0,1,0,28,0,35,1,2,
38,12,TLALPAN,3771,B,544,258,78,42,2,2,3,0,0,0,24,0,49,1,1,
38,12,TLALPAN,3771,C,545,247,74,48,2,0,1,1,1,0,30,0,52,2,2,
38,12,TLALPAN,3772,B,417,97,60,97,3,2,4,0,1,2,22,0,108,0,2,
38,12,TLALPAN,3773,B,418,102,80,116,1,4,3,0,0,0,17,0,124,1,2,
38,12,TLALPAN,3773,C,418,99,79,114,2,1,4,0,0,0,15,0,121,2,0,
38,12,TLALPAN,3774,B,544,132,69,115,8,0,5,0,0,1,11,2,131,3,10,
38,12,TLALPAN,3774,C1,545,125,73,132,5,1,11,0,4,1,24,0,150,3,8,
38,12,TLALPAN,3774,C2,545,139,53,130,5,2,2,0,4,0,17,3,142,12,8,
38,12,TLALPAN,3775,B,559,248,94,29,0,1,1,0,0,1,34,1,33,2,3,
38,12,TLALPAN,3775,C,559,248,78,58,0,1,3,0,0,0,22,0,62,2,3,
38,12,TLALPAN,3776,B,516,217,75,40,1,1,7,0,1,1,34,0,50,3,0,
38,12,TLALPAN,3776,C,517,246,80,48,1,2,8,0,1,0,19,2,61,1,1,
38,12,TLALPAN,3777,B,475,186,54,108,1,1,2,0,1,0,21,0,112,0,1,
38,12,TLALPAN,3777,C,476,175,45,95,5,1,4,0,1,0,19,1,106,3,1,
38,12,TLALPAN,3778,B,695,217,67,182,4,0,8,1,1,1,36,1,197,0,4,
38,12,TLALPAN,3779,B,376,112,40,98,2,2,7,0,1,0,25,0,109,1,2,
38,12,TLALPAN,3779,C,377,97,39,120,4,0,5,0,1,0,27,0,129,5,1,
38,12,TLALPAN,3780,B,629,227,93,99,4,2,2,0,4,2,21,1,110,0,3,
38,12,TLALPAN,3780,C,630,214,87,95,7,3,1,1,3,0,27,0,107,5,2,
38,12,TLALPAN,3781,B,634,309,93,28,2,4,7,0,0,0,26,0,41,7,1,
38,12,TLALPAN,3781,C,635,294,94,44,1,4,4,0,0,0,24,0,53,5,2,
38,12,TLALPAN,3782,B,615,155,84,168,10,1,5,0,2,0,28,1,185,0,2,
38,12,TLALPAN,3783,B,438,102,61,131,3,0,3,0,1,0,27,1,138,2,0,
38,12,TLALPAN,3783,C,439,120,67,91,6,0,3,0,1,2,26,2,104,2,5,
38,12,TLALPAN,3784,B,318,99,46,70,2,0,4,0,1,0,12,0,76,0,0,
38,12,TLALPAN,3785,B,613,94,80,168,10,0,7,0,2,0,22,3,188,4,7,
38,12,TLALPAN,3785,C,614,83,59,192,18,3,8,1,7,0,19,0,222,0,13,
38,12,TLALPAN,3786,B,642,114,86,145,15,0,13,0,1,4,19,0,177,5,9,
38,12,TLALPAN,3786,C,643,115,74,169,3,3,13,0,6,1,14,0,189,8,7,
38,12,TLALPAN,3787,B,624,105,61,171,7,1,16,0,0,6,12,0,201,4,13,
38,12,TLALPAN,3787,C,625,123,87,143,12,1,13,0,2,2,25,0,171,5,12,
38,12,TLALPAN,3788,B,673,130,91,141,12,2,11,1,3,2,14,5,174,2,12,
38,12,TLALPAN,3788,C,673,153,92,129,14,2,21,3,3,0,19,3,172,7,6,
38,12,TLALPAN,3789,B,555,209,78,60,2,0,5,0,1,1,35,3,71,0,3,
38,12,TLALPAN,3790,B,611,114,104,124,10,1,14,1,1,0,19,0,150,0,8,
38,12,TLALPAN,3790,C,611,153,106,175,0,0,0,0,7,0,22,0,175,0,6,
38,12,TLALPAN,3791,B,612,136,74,167,12,1,17,0,5,0,1,0,197,0,11,
38,12,TLALPAN,3791,C,613,149,107,145,5,0,13,0,6,1,18,2,166,4,6,
38,12,TLALPAN,3792,B,595,114,69,156,14,1,10,0,1,0,19,5,186,0,16,
38,12,TLALPAN,3792,C,595,131,90,144,9,1,4,2,3,2,14,0,162,0,14,
38,12,TLALPAN,3793,B,525,97,66,123,5,3,12,0,8,3,8,0,146,0,20,
38,12,TLALPAN,3793,C,525,99,84,131,7,2,3,2,6,0,12,6,151,0,4,
38,12,TLALPAN,3794,B,685,136,70,189,14,2,10,0,6,0,26,5,220,4,2,
38,12,TLALPAN,3794,C,686,109,78,199,15,0,13,1,3,0,22,6,234,5,16,
38,12,TLALPAN,3795,B,609,113,77,159,8,2,6,0,7,3,20,3,181,7,8,
38,12,TLALPAN,3795,C,609,126,74,172,5,2,4,0,1,2,18,7,192,0,17,
38,12,TLALPAN,3796,B,618,150,75,200,0,0,0,0,4,0,28,0,200,4,6,
38,12,TLALPAN,3796,C,618,130,81,186,16,0,4,0,2,0,31,2,208,0,4,
38,12,TLALPAN,3797,B,611,180,99,120,8,2,10,1,3,0,20,2,143,7,6,
38,12,TLALPAN,3797,C,611,188,102,123,5,0,6,0,4,0,24,2,136,1,6,
38,12,TLALPAN,3798,B,571,128,103,129,9,3,8,0,2,1,20,0,150,5,9,
38,12,TLALPAN,3798,C,571,123,81,149,10,3,10,0,4,1,22,2,175,5,6,
38,12,TLALPAN,3799,B,515,127,92,99,5,2,11,0,1,1,18,2,120,0,10,
38,12,TLALPAN,3799,C1,515,110,82,112,4,0,8,0,2,0,12,5,129,0,8,
38,12,TLALPAN,3799,C2,515,121,77,101,9,1,6,1,4,0,17,0,118,0,15,
38,12,TLALPAN,3800,B,699,194,87,149,9,0,12,0,3,1,18,0,171,0,15,
38,12,TLALPAN,3800,C,700,153,87,234,0,0,0,0,1,0,16,0,234,0,10,
38,12,TLALPAN,3801,B,597,148,74,134,10,1,10,2,6,3,26,0,160,0,8,
38,12,TLALPAN,3801,C,597,160,86,127,6,0,11,1,3,2,26,0,147,3,11,
38,12,TLALPAN,3802,B,651,151,82,188,15,2,8,0,4,2,16,0,215,5,11,
38,12,TLALPAN,3802,C,651,132,66,215,9,0,14,3,2,0,25,9,250,2,12,
38,12,TLALPAN,3803,B,639,119,113,149,10,1,4,1,8,1,26,5,171,0,5,
38,12,TLALPAN,3803,C,639,143,97,131,9,0,7,0,16,0,28,0,147,2,5,
38,12,TLALPAN,3804,B,641,135,64,164,10,1,6,0,2,0,19,6,187,3,11,
38,12,TLALPAN,3804,C,642,153,74,161,12,6,5,0,4,0,28,2,186,2,7,
38,12,TLALPAN,3805,B,574,133,69,163,5,1,6,0,13,0,23,4,179,7,7,
