sep=|
20:11 horas (UTC-5)
lunes 8 de junio de 2015
ACTAS_CAPTURADAS|ACTAS_POR_CAPTURAR|PORCENTAJE_ACTAS_CAPTURADAS|ACTAS_CONTABILIZADAS|ACTAS_NO_CONTABILIZADAS|PARTICIPACION_CIUDADANA
1,512|831|64.53|1,498|14|53.836

ID_ESTADO|ESTADO|ID_DISTRITO|DISTRITO|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|UBICACION_CASILLA|TIPO_ACTA|NUM_BOLETAS_SOBRANTES|TOTAL_CIUDADANOS_VOTARON|NUM_BOLETAS_EXTRAIDAS|PAN|PRI|PRD|PT|PVEM|MOVIMIENTO_CIUDADANO|NUEVA_ALIANZA|PSD|MORENA|ES|PH|C_PRI_PV|C_PRI_PANAL|C_PV_PANAL|C_PRI_PV_PANAL|C_PRD_PT|CAND_IND_1|NO_REGISTRADOS|NULOS|TOTAL_VOTOS|LISTA_NOMINAL|OBSERVACIONES|CONTABILIZADA|CRYT|SHA|HORA_ACOPIO|HORA_CAPTURA|HORA_REGISTRO
17|MORELOS|14|CUAUTLA NORTE|131|1|C|0|1|11|336|268|Sin dato|24|57|50|14|14|25|10|9|25|17|15|-|-|-|-|-|-|2|18|280|576| |1| |b1ef81a48006d55840d44a70946de440b014eeacc27cf37a77c665d5f2ef8531|2015-06-08 03:14:00.000|2015-06-08 04:28:56.781|2015-06-08 04:28:59.846|
17|MORELOS|14|CUAUTLA NORTE|131|2|C|0|1|11|336|251|259|27|57|43|8|12|27|8|3|20|16|10|-|-|-|-|-|-|1|28|260|575| |1| |806b22b8e64f5844bd5c0e1c5f84400223fb188565cdd2aed70e2fefedc01436|2015-06-08 02:53:00.000|2015-06-08 03:55:58.234|2015-06-08 03:56:01.617|
17|MORELOS|14|CUAUTLA NORTE|132|1|B|0|1|11|340|281|284|21|64|44|6|17|30|11|8|16|26|15|-|-|-|-|-|-|1|25|284|604| |1| |be7b23db78970f1ecb69b6b434f4d32c1cf450519e58b8a50442190990b9fb2c|2015-06-07 22:47:00.000|2015-06-07 23:13:06.464|2015-06-07 23:13:12.253|
17|MORELOS|14|CUAUTLA NORTE|132|1|C|0|1|11|353|270|0|18|44|42|8|24|37|11|4|21|31|14|-|-|-|-|-|-|0|17|271|603| |1| |0f30f956f57b789be3253b34c7c6bbe16421b0e4266e6153714dda715e32a046|2015-06-07 21:38:00.000|2015-06-07 21:53:10.115|2015-06-07 21:53:11.624|
17|MORELOS|14|CUAUTLA NORTE|133|1|B|0|1|11|207|163|168|8|41|23|9|5|13|2|6|20|11|4|-|-|-|-|-|-|2|24|168|354| |1| |28bc01cffd0c9e64b6ab956e996fd2ffec1f06b925cdc181f11f1c5997c23a6b|2015-06-07 21:01:00.000|2015-06-07 21:15:17.780|2015-06-07 21:15:21.419|
17|MORELOS|14|CUAUTLA NORTE|134|1|B|0|1|11|403|355|361|30|45|77|12|16|38|29|12|32|28|16|-|-|-|-|-|-|0|26|361|740| |1| |614ab275e85e01849ca2f3d53852e0c1a36e3af3149860e3e9d9047162cc7383|2015-06-08 01:23:00.000|2015-06-08 02:11:47.272|2015-06-08 02:11:50.930|
17|MORELOS|14|CUAUTLA NORTE|134|1|C|0|1|11|382|741|370|31|76|58|18|17|31|17|13|36|29|19|-|-|-|-|-|-|1|29|375|739| |1| |51521391892cf94a0f3e64c988239fe8bb60a3a116ce89c93b41b93b61dba47e|2015-06-08 01:21:00.000|2015-06-08 01:45:22.801|2015-06-08 01:45:24.469|
17|MORELOS|14|CUAUTLA NORTE|135|1|B|0|1|11|408|273|273|32|27|49|13|23|33|24|3|20|12|18|-|-|-|-|-|-|1|18|273|660| |1| |0859b8d337700ae623bbe50e2a73b6e4fb277342444f18e954dd8d9e7090c1d1|2015-06-07 23:52:00.000|2015-06-08 00:47:28.219|2015-06-08 00:47:32.406|
17|MORELOS|14|CUAUTLA NORTE|135|1|C|0|1|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |660| | | | | | | |
17|MORELOS|14|CUAUTLA NORTE|135|2|C|0|1|11|418|263|263|26|29|62|12|23|30|21|3|12|11|17|-|-|-|-|-|-|Sin dato|17|263|660| |1| |239a5bb957ffb798063ebbdae3d97a96fcbeedaaf364ff58524fa82ca75c147f|2015-06-07 23:08:00.000|2015-06-07 23:55:36.304|2015-06-07 23:55:45.407|
17|MORELOS|14|CUAUTLA NORTE|135|3|C|0|1|11|412|269|269|24|30|61|12|15|33|26|1|25|6|17|-|-|-|-|-|-|Sin dato|19|269|660| |1| |fd2a89e40c7b58adff4c42edcc802bce8280622b21b066f91d7c9187b2c0abd0|2015-06-07 22:04:00.000|2015-06-07 22:23:51.466|2015-06-07 22:23:58.657|
17|MORELOS|14|CUAUTLA NORTE|135|4|C|0|1|11|409|272|272|26|35|59|8|18|31|17|7|25|9|20|-|-|-|-|-|-|0|17|272|660| |1| |7faf0913af02f994cbacd2f9c092cdf0d1d5dc8aaaf3ca6f113c02c24af8971f|2015-06-07 22:03:00.000|2015-06-07 22:24:20.003|2015-06-07 22:24:23.566|
17|MORELOS|14|CUAUTLA NORTE|135|5|C|0|1|11|Sin dato|283|281|24|33|61|18|14|34|28|4|18|14|13|-|-|-|-|-|-|Sin dato|20|281|659| |1| |e7af1e6944b2ba0f22122b53930a9031696f8e462b5cb67f3dbda8d2967c6aef|2015-06-07 23:08:00.000|2015-06-07 23:53:23.114|2015-06-07 23:53:24.827|
17|MORELOS|14|CUAUTLA NORTE|140|1|B|0|1|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |616| | | | | | | |
17|MORELOS|14|CUAUTLA NORTE|140|1|C|0|1|11|282|351|353|32|65|58|14|16|47|13|11|27|27|18|-|-|-|-|-|-|3|22|353|615| |1| |f45b573076c595b7e2028fcf3d385fadb5508ad84f93220599272b0ec3a3f993|2015-06-08 05:06:00.000|2015-06-08 05:53:45.893|2015-06-08 05:53:52.608|
17|MORELOS|14|CUAUTLA NORTE|141|1|B|0|1|11|410|349|361|33|74|52|6|13|34|9|16|45|37|16|-|-|-|-|-|-|Sin dato|26|361|750| |1| |f3eea8514223469b0c244cafa46c590e088bb9296c5d7eb104e8b7198b7f2207|2015-06-08 01:28:00.000|2015-06-08 01:56:01.221|2015-06-08 02:07:46.301|
17|MORELOS|14|CUAUTLA NORTE|142|1|B|0|1|11|Sin dato|Sin dato|Sin dato|17|60|48|10|5|37|15|10|18|17|5|-|-|-|-|-|-|0|12|254|544| |1| |bd35ffb1e366dfa2ebf825fd1bbced6f35f95be20d130463a7d41bb01a3f2464|2015-06-08 05:44:00.000|2015-06-08 13:53:03.870|2015-06-08 14:04:48.794|
17|MORELOS|14|CUAUTLA NORTE|142|1|C|0|1|11|309|247|255|18|42|60|19|9|29|15|2|19|26|5|-|-|-|-|-|-|Sin dato|16|260|543| |1| |69bfb99937334cd12c02cd5194b412b9725c34b1172f03832dd5f08542e37375|2015-06-08 02:03:00.000|2015-06-08 02:56:43.179|2015-06-08 02:56:50.209|
17|MORELOS|14|CUAUTLA NORTE|142|2|C|0|1|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |543| | | | | | | |
17|MORELOS|14|CUAUTLA NORTE|181|1|B|0|1|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |608| | | | | | | |
17|MORELOS|14|CUAUTLA NORTE|181|1|C|0|1|11|380|248|249|28|22|78|12|4|18|6|9|15|28|7|-|-|-|-|-|-|0|22|249|608| |1| |432d3433c50cc43d119088d426c6957c179225bb760a17da35de9c8e575ad48e|2015-06-08 03:41:00.000|2015-06-08 04:53:43.798|2015-06-08 04:53:46.972|
17|MORELOS|14|CUAUTLA NORTE|181|2|C|0|1|11|368|265|262|21|35|74|23|8|30|6|10|14|15|8|-|-|-|-|-|-|Ilegible|14|258|608| |1| |ed077dc57e035cf036bdddfd468a550cb108da5bfd49cba5c570acf617488f9a|2015-06-08 04:07:00.000|2015-06-08 05:00:11.175|2015-06-08 05:00:14.858|
17|MORELOS|14|CUAUTLA NORTE|181|3|C|0|1|11|370|237|245|30|46|63|14|12|23|4|9|15|14|6|-|-|-|-|-|-|1|10|247|607| |1| |5f6a66f312573ed45a8f71d1fce4bad07cf65c6604e27fffaecc41234d00ab21|2015-06-08 03:37:00.000|2015-06-08 04:39:12.377|2015-06-08 04:39:13.827|
17|MORELOS|14|CUAUTLA NORTE|182|1|B|0|1|11|389|265|268|16|28|100|11|4|22|23|3|22|10|8|-|-|-|-|-|-|1|10|258|636| |1| |24d10c05b6d40f1ed8f1f4b298005205259bf28e5ef84fed8ccfd3f46c9e5a34|2015-06-07 22:51:00.000|2015-06-07 23:10:35.299|2015-06-07 23:22:18.581|
17|MORELOS|14|CUAUTLA NORTE|182|1|C|0|1|11|381|277|277|18|38|84|12|14|24|29|4|14|14|11|-|-|-|-|-|-|0|14|276|636| |1| |c98e902c9ec88f3821813fa03c39ef7264f36551ee403a3fa6b9337f740d5610|2015-06-08 02:49:00.000|2015-06-08 03:43:28.210|2015-06-08 03:43:32.450|
17|MORELOS|14|CUAUTLA NORTE|182|2|C|0|1|11|360|297|Sin dato|27|45|95|9|15|30|29|8|16|3|6|-|-|-|-|-|-|0|14|297|636| |1| |7436378a455f33c07e5f63aee2b2a771e6d77e81295603c0da32ddcc3d14e4f0|2015-06-08 00:01:00.000|2015-06-08 01:18:16.970|2015-06-08 01:18:22.117|
17|MORELOS|14|CUAUTLA NORTE|183|1|B|0|1|11|Ilegible|Ilegible|Ilegible|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|-|-|-|-|-|-|Sin dato|Sin dato|0|682| |1| |f5a629fed70488e8164188185b6004eb32bbf1f2dbb26d14c75510de00b99cbe|2015-06-08 01:17:00.000|2015-06-08 01:42:14.580|2015-06-08 01:42:16.267|
17|MORELOS|14|CUAUTLA NORTE|183|1|C|0|1|11|407|290|294|21|53|84|8|14|32|9|9|28|6|8|-|-|-|-|-|-|1|21|294|682| |1| |237ebb3a1b7622bba6413acf69470b8bbdcc3795ee6eb10ab7f4ea31d3e8ec37|2015-06-07 23:36:00.000|2015-06-08 00:41:09.220|2015-06-08 00:41:12.638|
17|MORELOS|14|CUAUTLA NORTE|184|1|B|0|2|11|344|341|342|15|44|105|31|12|55|18|10|17|10|8|-|-|-|-|-|-|0|17|342|666| |1| |db3bacda5968cc6ac77909d179a953ef0dca3529b422020e04d2ac58a01c8ba1|2015-06-08 02:51:00.000|2015-06-08 03:52:00.268|2015-06-08 03:52:03.829|
17|MORELOS|15|CUAUTLA SUR|136|1|B|0|1|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |548| | | | | | | |
17|MORELOS|15|CUAUTLA SUR|136|1|C|0|1|11|333|236|236|27|36|25|15|11|50|10|3|19|10|14|-|-|-|-|-|-|Ilegible|16|236|548| |1| |a812ea10d40c03f8cf59d9729c038557d933bf422dcfd595f81051f7f4870563|2015-06-07 22:53:00.000|2015-06-07 23:32:18.207|2015-06-07 23:32:20.451|
17|MORELOS|15|CUAUTLA SUR|137|1|B|0|1|11|261|224|224|19|43|50|5|11|26|13|Sin dato|19|11|13|-|-|-|-|-|-|Sin dato|14|224|464| |1| |179148716ae329271f46faa92c9dcae2250e5f1abbdcc5b738f465f125513fcf|2015-06-08 00:22:00.000|2015-06-08 01:31:24.331|2015-06-08 01:31:31.329|
17|MORELOS|15|CUAUTLA SUR|137|1|C|0|1|11|287|198|197|14|40|38|5|9|25|14|2|20|5|10|-|-|-|-|-|-|Sin dato|15|197|464| |1| |14b76b2ab5e85c107e2b9152cf97f215349357a42c598b34429d9e4f20609f11|2015-06-07 22:45:00.000|2015-06-07 23:09:16.842|2015-06-07 23:09:20.180|
17|MORELOS|15|CUAUTLA SUR|137|1|S|0|1|12| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |0| | | | | | | |
17|MORELOS|15|CUAUTLA SUR|137|1|S|0|1|13| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |0| | | | | | | |
17|MORELOS|15|CUAUTLA SUR|138|1|B|0|1|11|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|-|-|-|-|-|-|Sin dato|Sin dato|0|683| |1| |4bbb0192ce6e4abc61148a3a1f6ff6b583abf89b8bd17e883b8a84a0eca35881|2015-06-08 03:15:00.000|2015-06-08 04:32:56.935|2015-06-08 04:32:58.768|
17|MORELOS|15|CUAUTLA SUR|138|1|C|0|1|11|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|-|-|-|-|-|-|Sin dato|Sin dato|0|683| |1| |94f5a3eda35f0eac706d94b92d3c5cdd3639c9521578f723c2f391402b133895|2015-06-08 03:15:00.000|2015-06-08 04:32:16.455|2015-06-08 04:32:22.515|
17|MORELOS|15|CUAUTLA SUR|139|1|B|0|1|11|268|274|274|19|46|44|14|15|38|11|6|18|18|22|-|-|-|-|-|-|1|22|274|521| |1| |cfe1b0c36b49b8321ca883aad30b6d442b2a00a84248e61f8c9da7656fe1a855|2015-06-07 22:04:00.000|2015-06-07 22:14:12.620|2015-06-07 22:25:57.747|
17|MORELOS|15|CUAUTLA SUR|139|1|C|0|1|11|273|266|0|20|63|50|12|12|34|11|3|16|18|15|-|-|-|-|-|-|2|12|268|521| |1| |3d2d6230578bd14751b735135e9e5322a776842830e7361525164759d3f5ac76|2015-06-07 21:56:00.000|2015-06-07 22:15:15.789|2015-06-07 22:15:19.787|
17|MORELOS|15|CUAUTLA SUR|143|1|B|0|1|11|370|353|355|29|71|96|9|10|50|18|9|14|26|14|-|-|-|-|-|-|0|17|363|705| |1| |2268a0526486c4aa7a8e4e7f50858a251ce3ddfe3701d39d266048020e170c1b|2015-06-08 02:51:00.000|2015-06-08 13:51:24.255|2015-06-08 13:51:30.076|
17|MORELOS|15|CUAUTLA SUR|143|1|C|0|1|11|350|369|376|22|81|100|13|15|62|13|3|17|23|11|-|-|-|-|-|-|2|14|376|705| |1| |016ba43b640fc7b5404d2bee99f5fb72cffea2a97f3fff68c550b00d9d31cb86|2015-06-08 00:02:00.000|2015-06-08 01:19:06.890|2015-06-08 01:19:09.347|
17|MORELOS|15|CUAUTLA SUR|144|1|B|0|1|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |475| | | | | | | |
17|MORELOS|15|CUAUTLA SUR|144|1|C|0|1|11|267|226|228|22|54|40|6|12|37|14|6|11|12|3|-|-|-|-|-|-|0|11|228|474| |1| |ea4436a6e66dbc0a0589091938cd49b169ab29831744b59af120311809e604ca|2015-06-07 22:43:00.000|2015-06-07 22:55:03.712|2015-06-07 23:06:48.653|
17|MORELOS|15|CUAUTLA SUR|144|1|S|0|1|12| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |0| | | | | | | |
17|MORELOS|15|CUAUTLA SUR|144|1|S|0|1|13| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |0| | | | | | | |
17|MORELOS|15|CUAUTLA SUR|145|1|B|0|1|11|263|243|243|19|29|32|10|11|51|17|6|20|16|11|-|-|-|-|-|-|1|20|243|485| |1| |0118337cfdb906c5af678ebe049ed31ff8eb8d0b27b1690af93dfcada94aa6ea|2015-06-07 23:24:00.000|2015-06-08 00:05:42.726|2015-06-08 00:05:44.630|
17|MORELOS|15|CUAUTLA SUR|145|1|C|0|1|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |485| | | | | | | |
17|MORELOS|15|CUAUTLA SUR|146|1|B|0|1|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |505| | | | | | | |
17|MORELOS|15|CUAUTLA SUR|146|1|C|0|1|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |505| | | | | | | |
17|MORELOS|15|CUAUTLA SUR|147|1|B|0|1|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |655| | | | | | | |
17|MORELOS|15|CUAUTLA SUR|147|1|C|0|1|11|371|298|305|21|51|54|12|24|38|13|3|16|19|31|-|-|-|-|-|-|2|21|305|655| |1| |165d361ebce1bfbf818d741da0603bed3f3eba910e5e2c54f90249d6274fd9f2|2015-06-08 00:01:00.000|2015-06-08 01:07:15.929|2015-06-08 01:07:19.061|
17|MORELOS|15|CUAUTLA SUR|148|1|B|0|1|11|336|312|317|13|48|33|29|77|33|8|14|10|10|Sin dato|-|-|-|-|-|-|Sin dato|25|300|632| |1| |ab1c76944f16571d67798bbb8a46a6ae94792a7635e95e251a73f30d98b27eea|2015-06-08 04:51:00.000|2015-06-08 05:36:57.696|2015-06-08 05:37:06.679|
17|MORELOS|15|CUAUTLA SUR|148|1|C|0|1|11|355|292|298|19|60|26|23|78|35|9|4|14|6|11|-|-|-|-|-|-|0|13|298|631| |1| |98acbc0104c6ff58b90ce0a100e64743ff283f305ac5a287f127170dc3b3af37|2015-06-08 04:14:00.000|2015-06-08 05:07:45.719|2015-06-08 05:07:49.581|
17|MORELOS|15|CUAUTLA SUR|149|1|B|0|1|11|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|-|-|-|-|-|-|Sin dato|Sin dato|0|384| |1| |9e7ddf697eed6a329262165e9428d0dc224dd10e54c4d2489fdb515040e01bc5|2015-06-08 02:06:00.000|2015-06-08 03:14:03.137|2015-06-08 03:14:10.091|
17|MORELOS|15|CUAUTLA SUR|149|1|C|0|1|11|225|187|192|28|34|41|13|9|29|0|5|8|8|5|-|-|-|-|-|-|0|6|186|384| |1| |ad4d9ac73ef9c533c920d8203868ee2f948bac1aea92efdd911bae6b4520f66d|2015-06-07 23:55:00.000|2015-06-08 00:54:27.516|2015-06-08 00:54:31.345|
17|MORELOS|15|CUAUTLA SUR|150|1|B|0|1|11|445|286|291|17|39|55|11|19|64|11|3|18|14|14|-|-|-|-|-|-|Sin dato|26|291|715| |1| |dc1ddaae0599a6566fab5a4a93b038b8c9e081cc10213e9347c0ac49038fa8c4|2015-06-07 23:30:00.000|2015-06-08 00:18:53.843|2015-06-08 00:18:57.674|
17|MORELOS|15|CUAUTLA SUR|150|1|C|0|1|11|491|277|276|15|33|51|8|22|71|16|1|20|Sin dato|10|-|-|-|-|-|-|Sin dato|23|270|715| |1| |ba285cb8c0be1202a484b1fec31db289a04fce688afe763b0966e3f8eaeb82b1|2015-06-07 23:30:00.000|2015-06-08 00:20:33.454|2015-06-08 00:20:35.388|
17|MORELOS|15|CUAUTLA SUR|150|2|C|0|1|11|447|285|288|20|38|56|16|18|79|10|5|11|7|12|-|-|-|-|-|-|1|15|288|715| |1| |9336aa036c813d11ef26568ca4495c160aef0432715bb7c4b4238309cb9056c8|2015-06-07 23:29:00.000|2015-06-08 00:05:44.240|2015-06-08 00:17:27.663|
17|MORELOS|15|CUAUTLA SUR|150|3|C|0|1|11|442|287|294|21|41|55|11|26|63|15|0|20|6|12|-|-|-|-|-|-|0|24|294|715| |1| |ccb5c48e72b71c42ff96e5110083156cbb203f1de246fdf84cadd8226b7de500|2015-06-07 23:28:00.000|2015-06-08 00:17:23.898|2015-06-08 00:17:27.579|
17|MORELOS|15|CUAUTLA SUR|151|1|B|0|1|11|412|Sin dato|Sin dato|26|33|77|12|16|41|27|1|16|18|10|-|-|-|-|-|-|0|24|301|692| |1| |ef65be0b094032aa6fc521a399ff3ed856b009fea9255ecc452ea1f73f8066fa|2015-06-08 03:36:00.000|2015-06-08 04:39:33.062|2015-06-08 04:39:44.473|
17|MORELOS|15|CUAUTLA SUR|151|1|C|0|1|11|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|-|-|-|-|-|-|Sin dato|Sin dato|0|692| |1| |d4608df2aa6cbf86644ed1543316ed9a02a4a8db1e4bb3148f1d2730064de808|2015-06-08 02:54:00.000|2015-06-08 03:44:37.970|2015-06-08 03:56:21.520|
17|MORELOS|15|CUAUTLA SUR|151|2|C|0|1|11|413|297|300|31|43|53|9|21|63|21|3|13|11|11|-|-|-|-|-|-|0|21|300|692| |1| |70efd9e5171f70aafa3917912ea0019609841cb749299300a5e37273c51f5d91|2015-06-08 01:20:00.000|2015-06-08 02:02:32.404|2015-06-08 02:02:36.245|
17|MORELOS|15|CUAUTLA SUR|151|3|C|0|1|11|413|294|302|26|38|94|16|17|50|10|7|27|12|10|-|-|-|-|-|-|1|22|330|692| |1| |4b37fd5f3038d1827c8490bdb7b0de8befcd47d3dc9bbec19d4a761ddc843057|2015-06-08 04:54:00.000|2015-06-08 05:50:01.425|2015-06-08 05:50:03.475|
17|MORELOS|15|CUAUTLA SUR|151|4|C|0|1|11|399|313|313|24|34|59|12|13|72|23|4|16|12|14|-|-|-|-|-|-|Sin dato|30|313|692| |1| |981eff89648ff75953d57a1510f5d5a25a1ee8b13e39c3a81c8fd5b35f7453a8|2015-06-07 23:33:00.000|2015-06-08 00:28:58.383|2015-06-08 00:29:01.303|
17|MORELOS|15|CUAUTLA SUR|151|5|C|0|1|11|393|314|320|32|45|63|15|19|63|29|8|12|14|10|-|-|-|-|-|-|0|10|320|691| |1| |9abf6bf502e3798a5cea7773623619d157239b2bf3eb260edaf20a0052deead5|2015-06-08 00:00:00.000|2015-06-08 01:17:53.857|2015-06-08 01:17:57.244|
17|MORELOS|15|CUAUTLA SUR|152|1|B|0|1|11|386|376|379|45|49|73|33|23|40|30|7|14|12|24|-|-|-|-|-|-|Sin dato|30|380|744| |1| |6b75ca5d7b9d401b5e61259483a3ba98e88486e6bd3aac656234c254ccc1247b|2015-06-07 23:24:00.000|2015-06-08 00:04:34.778|2015-06-08 00:04:41.724|
17|MORELOS|15|CUAUTLA SUR|152|1|C|0|1|11|387|374|378|38|58|73|32|19|53|24|5|11|16|24|-|-|-|-|-|-|Sin dato|25|378|744| |1| |48be2d2fce81c4bca2fae1deb0b41fa26d7b09565f93359cc22d8bbd062aac02|2015-06-07 23:58:00.000|2015-06-08 01:04:38.053|2015-06-08 01:04:40.906|
17|MORELOS|15|CUAUTLA SUR|153|1|B|0|1|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |535| | | | | | | |
17|MORELOS|15|CUAUTLA SUR|153|1|C|0|1|11|329|223|Sin dato|22|40|32|8|16|36|7|4|27|12|5|-|-|-|-|-|-|1|16|226|534| |1| |ea945c0e4bbcbc95a41c542f9a30f28fbd7209391b1495f488d5a2ec26a5f4f6|2015-06-07 23:57:00.000|2015-06-08 01:01:07.098|2015-06-08 01:01:16.143|
17|MORELOS|15|CUAUTLA SUR|154|1|B|0|1|11|274|226|229|47|38|46|7|10|30|12|1|11|9|9|-|-|-|-|-|-|Sin dato|9|229|482| |1| |64fd8d0ddf061adf19443beccc60542c87d45c0308fb0b4a771feaa4ed5aeb1c|2015-06-08 02:33:00.000|2015-06-08 03:39:37.672|2015-06-08 03:39:41.243|
17|MORELOS|15|CUAUTLA SUR|154|1|C|0|1|11|258|243|248|37|37|53|17|12|35|11|0|14|11|9|-|-|-|-|-|-|0|12|248|482| |1| |d67897c9c993fb4c15b80d56d27d8504adfe00c8737c095fa24335cdf628fea6|2015-06-08 03:14:00.000|2015-06-08 04:29:27.714|2015-06-08 04:29:30.900|
17|MORELOS|15|CUAUTLA SUR|155|1|B|0|1|11|307|272|278|27|35|31|25|36|44|10|12|25|15|9|-|-|-|-|-|-|0|9|278|563| |1| |ad28b7d94dd52d7ff4141b321daede0a902898cc51b5f10fbb04f8b89e1124aa|2015-06-08 02:30:00.000|2015-06-08 03:34:05.611|2015-06-08 03:34:08.705|
17|MORELOS|15|CUAUTLA SUR|155|1|C|0|1|11|318|259|268|14|42|44|14|36|54|10|6|20|4|9|-|-|-|-|-|-|0|15|268|562| |1| |864a300ce6709ce7b6036466cb80fb867f694099a541b690ad2733a6e673a1ba|2015-06-08 02:27:00.000|2015-06-08 03:21:58.447|2015-06-08 03:22:03.966|
17|MORELOS|15|CUAUTLA SUR|156|1|B|0|1|11|222|245|251|25|56|35|20|18|47|7|5|10|15|5|-|-|-|-|-|-|0|8|251|451| |1| |42f5dac6c367efefc06acb2127c8000cf95bdf354885271539e81cac7228bd98|2015-06-07 22:38:00.000|2015-06-07 22:53:03.541|2015-06-07 23:04:47.593|
17|MORELOS|15|CUAUTLA SUR|156|1|C|0|1|11|204|261|268|20|54|48|30|19|34|10|2|13|12|7|-|-|-|-|-|-|Sin dato|19|268|450| |1| |b6e5eac0d0330f89c041607e41d2692715862cea78655e1d8db7abae73d0fa78|2015-06-07 22:51:00.000|2015-06-07 23:23:58.572|2015-06-07 23:24:02.466|
17|MORELOS|15|CUAUTLA SUR|157|1|B|0|1|11|375|302|302|23|49|64|10|19|48|17|4|26|19|5|-|-|-|-|-|-|1|17|302|656| |1| |17a04887a3f3a23b004e66ec7de0a484017ac6c816c06389c78543a58a3ee1d2|2015-06-07 23:39:00.000|2015-06-08 00:44:49.759|2015-06-08 00:44:52.553|
17|MORELOS|15|CUAUTLA SUR|158|1|B|0|1|11|218|190|198|15|44|29|5|7|29|15|1|15|10|9|-|-|-|-|-|-|Sin dato|19|198|395| |1| |78a2f4db4fd74fc2a1dad4a13e5873f747b36fbebeb91049bc77bd5d66745c9d|2015-06-08 01:19:00.000|2015-06-08 01:44:47.293|2015-06-08 01:44:54.182|
17|MORELOS|15|CUAUTLA SUR|159|1|B|0|1|11|285|243|244|12|44|57|11|13|30|10|5|21|9|16|-|-|-|-|-|-|0|16|244|513| |1| |affefa4baa997a08b0e8be75ce4729d015642a74792179aa0484941cef026596|2015-06-08 05:29:00.000|2015-06-08 06:58:24.637|2015-06-08 06:58:25.983|
17|MORELOS|15|CUAUTLA SUR|159|1|C|0|1|11|260|274|279|22|43|61|10|12|49|17|9|20|13|14|-|-|-|-|-|-|0|9|279|513| |1| |ff29840a5a2727e87ecb11eac571c5667858b0710672078846fa81750170d551|2015-06-08 01:56:00.000|2015-06-08 02:31:41.206|2015-06-08 02:31:44.616|
17|MORELOS|15|CUAUTLA SUR|159|2|C|0|1|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |513| | | | | | | |
17|MORELOS|15|CUAUTLA SUR|160|1|B|0|1|11|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|-|-|-|-|-|-|Sin dato|Sin dato|0|590| |1| |e97373b5484625d6a2e9e6352e6dcf7b3602e0ff2551817a8a64bc7cd3541a7e|2015-06-08 05:28:00.000|2015-06-08 06:58:02.343|2015-06-08 06:58:05.785|
17|MORELOS|15|CUAUTLA SUR|161|1|B|0|1|11|247|219|228|20|38|35|12|7|22|11|12|31|19|6|-|-|-|-|-|-|0|15|228|454| |1| |a6aebd3ae10e3e6935bf18f59faeaa462a01f15f6c5d22824034ad8a801efe18|2015-06-07 23:21:00.000|2015-06-07 23:56:14.565|2015-06-07 23:56:18.451|
17|MORELOS|15|CUAUTLA SUR|162|1|B|0|1|11|273|230|240|24|61|41|6|7|29|10|5|17|16|7|-|-|-|-|-|-|0|17|240|492| |1| |6bae09bac5144da84838fc9f6a40035c996014a6f946cd594335cf9dd3026b09|2015-06-08 05:41:00.000|2015-06-08 07:06:36.107|2015-06-08 07:06:45.358|
