sep=|
20:11 horas (UTC-5)
lunes 8 de junio de 2015
ACTAS_CAPTURADAS|ACTAS_POR_CAPTURAR|PORCENTAJE_ACTAS_CAPTURADAS|ACTAS_CONTABILIZADAS|ACTAS_NO_CONTABILIZADAS|PARTICIPACION_CIUDADANA
1,761|563|75.77|1,748|13|53.071

ID_ESTADO|ESTADO|ID_MUNICIPIO|MUNICIPIO|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|UBICACION_CASILLA|TIPO_ACTA|NUM_BOLETAS_SOBRANTES|TOTAL_CIUDADANOS_VOTARON|NUM_BOLETAS_EXTRAIDAS|PAN|PRI|PRD|PT|PVEM|MOVIMIENTO_CIUDADANO|NUEVA_ALIANZA|PSD|MORENA|ES|PH|C_PRI_PV|C_PRI_PANAL|C_PV_PANAL|C_PRI_PV_PANAL|C_PRD_PT|CAND_IND_1|NO_REGISTRADOS|NULOS|TOTAL_VOTOS|LISTA_NOMINAL|OBSERVACIONES|CONTABILIZADA|CRYT|SHA|HORA_ACOPIO|HORA_CAPTURA|HORA_REGISTRO
17|MORELOS|28|XOCHITEPEC|796|1|C|0|2|14|317|409|410|10|149|80|2|5|126|8|0|7|10|3|-|-|-|-|-|-|0|10|410|707| |1| |50c18f756994b9ecf1f6863809f46af22db9e33b08876049e8af0d4c78a1deec|2015-06-08 00:51:00.000|2015-06-08 02:24:32.868|2015-06-08 02:24:35.267|
17|MORELOS|28|XOCHITEPEC|796|2|C|0|2|14|341|379|0|15|153|94|2|2|93|1|1|10|5|3|-|-|-|-|-|-|1|6|386|707| |1| |aa303ab3fbc50e4ada4dc76387ff6c108ae8d7a269c641de817b557019489376|2015-06-07 22:46:00.000|2015-06-07 23:09:46.529|2015-06-07 23:21:31.372|
17|MORELOS|28|XOCHITEPEC|797|1|B|0|1|14|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|-|-|-|-|-|-|Sin dato|Sin dato|0|668| |1| |d5b831946fdac6fe8837ce2a60565bff525b269b7aa2a0dc2328eede992c4895|2015-06-08 04:08:00.000|2015-06-08 15:51:03.645|2015-06-08 15:51:06.579|
17|MORELOS|28|XOCHITEPEC|797|1|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |668| | | | | | | |
17|MORELOS|28|XOCHITEPEC|797|2|C|0|1|14|Sin dato|350|350|5|132|130|3|6|37|0|6|9|8|1|-|-|-|-|-|-|Ilegible|13|350|668| |1| |e1bd147c0bb78fb40c75abfcf63cf443d50d99cfede7dee55cf95791cf443633|2015-06-08 03:53:00.000|2015-06-08 05:45:21.572|2015-06-08 05:45:24.738|
17|MORELOS|28|XOCHITEPEC|797|3|C|0|1|14|323|352|361|3|166|115|0|5|37|3|7|5|5|2|-|-|-|-|-|-|Sin dato|13|361|667| |1| |df5bc94f4bd0af61be9e20b50e42a82668a069bd5cbf90f27e83c63fdaef9add|2015-06-08 04:20:00.000|2015-06-08 06:21:55.689|2015-06-08 06:22:02.243|
17|MORELOS|28|XOCHITEPEC|798|1|B|0|1|14|326|333|339|14|143|101|6|13|22|5|10|10|5|2|-|-|-|-|-|-|Sin dato|Ilegible|331|642| |1| |fd5a47a733ab4bee77eb2d5162728736f86928ae186bd9091901c5943bf9b8cb|2015-06-08 04:30:00.000|2015-06-08 06:35:20.932|2015-06-08 06:35:23.794|
17|MORELOS|28|XOCHITEPEC|798|1|C|0|1|14|329|337|Sin dato|13|104|122|4|13|30|11|2|7|13|5|-|-|-|-|-|-|Sin dato|10|334|641| |1| |6a1f3e09ab00d78c31b54165c69eafa2665644fcbfbefb1f9785742946b8a365|2015-06-08 04:36:00.000|2015-06-08 06:31:57.434|2015-06-08 06:31:58.885|
17|MORELOS|28|XOCHITEPEC|798|2|C|0|1|14|333|325|329|11|137|97|3|5|26|4|7|10|8|1|-|-|-|-|-|-|0|20|329|641| |1| |dddbef16417d3740bad4edc5b8e265399394a789469dd5b1246c7c7baf0da258|2015-06-08 04:47:00.000|2015-06-08 06:55:15.005|2015-06-08 06:55:18.413|
17|MORELOS|29|YAUTEPEC|799|1|B|0|2|14|353|383|387|10|27|81|7|3|57|9|148|32|4|3|-|-|-|-|-|-|Sin dato|6|387|722| |1| |2ffdbee0efd81d01784392b9b59bdcc85023b049c22b3fdb4ed88027ddae516d|2015-06-08 01:25:00.000|2015-06-08 02:21:15.823|2015-06-08 02:21:19.457|
17|MORELOS|29|YAUTEPEC|799|1|C|0|2|14|385|354|357|10|37|70|9|4|38|2|137|32|2|4|-|-|-|-|-|-|Sin dato|12|357|721| |1| |22b70862140cee9a877ac16331ba8591cf16ec1ef1f47b7f3116e5ae96371510|2015-06-08 00:32:00.000|2015-06-08 01:08:41.028|2015-06-08 01:08:46.108|
17|MORELOS|29|YAUTEPEC|799|2|C|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |721| | | | | | | |
17|MORELOS|29|YAUTEPEC|799|3|C|0|2|14|325|722|725|9|39|93|11|5|41|4|140|30|1|4|-|-|-|-|-|-|0|18|395|721| |1| |390281f0869284368a13a7dabd521d53d75aed133245ece540da991a52b0e39f|2015-06-08 02:04:00.000|2015-06-08 02:39:16.083|2015-06-08 02:39:19.517|
17|MORELOS|29|YAUTEPEC|800|1|B|0|1|14|239|353|356|10|41|69|11|6|58|6|100|29|2|4|-|-|-|-|-|-|0|20|356|574| |1| |6ba5c9eebd1b589b0f6f06977f7bed79ba6303b50043e1ed5f5df40672a8c827|2015-06-07 23:33:00.000|2015-06-07 23:49:43.728|2015-06-07 23:49:50.931|
17|MORELOS|29|YAUTEPEC|800|1|C|0|1|14|Sin dato|Sin dato|Sin dato|11|42|68|8|4|44|3|71|47|2|3|-|-|-|-|-|-|Sin dato|14|317|574| |1| |228f62c2feea36e536c535772684a22fe6b08514820f6138c33d477bc739a8cf|2015-06-07 23:37:00.000|2015-06-07 23:54:56.827|2015-06-07 23:55:03.988|
17|MORELOS|29|YAUTEPEC|800|2|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |573| | | | | | | |
17|MORELOS|29|YAUTEPEC|801|1|B|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |690| | | | | | | |
17|MORELOS|29|YAUTEPEC|801|1|C|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |690| | | | | | | |
17|MORELOS|29|YAUTEPEC|801|1|E|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |508| | | | | | | |
17|MORELOS|29|YAUTEPEC|802|1|B|0|1|14|330|322|324|25|50|104|3|4|25|3|73|17|6|5|-|-|-|-|-|-|0|9|324|633| |1| |3deffec44150258d7ff07318685e4a90ca38436b805496365638ea0ba75204a6|2015-06-07 22:38:00.000|2015-06-07 23:00:37.610|2015-06-07 23:00:40.833|
17|MORELOS|29|YAUTEPEC|802|1|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |633| | | | | | | |
17|MORELOS|29|YAUTEPEC|802|2|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |632| | | | | | | |
17|MORELOS|29|YAUTEPEC|803|1|B|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |649| | | | | | | |
17|MORELOS|29|YAUTEPEC|803|1|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |648| | | | | | | |
17|MORELOS|29|YAUTEPEC|804|1|B|0|1|14|348|414|414|9|58|93|11|4|63|6|104|44|2|4|-|-|-|-|-|-|Sin dato|16|414|741| |1| |1af26b461927879f52e3949fc542fa8aabd5f024a69f53f87501f691f8a6db78|2015-06-08 00:33:00.000|2015-06-08 01:09:37.280|2015-06-08 01:09:40.673|
17|MORELOS|29|YAUTEPEC|804|1|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |740| | | | | | | |
17|MORELOS|29|YAUTEPEC|805|1|B|0|1|14|324|413|417|16|40|94|2|5|57|5|109|70|3|5|-|-|-|-|-|-|Sin dato|11|417|719| |1| |88ccda119c72cb408e7744d822e444d6d8d7982defcdcf1298ebabc266227f0d|2015-06-08 02:35:00.000|2015-06-08 03:04:34.188|2015-06-08 03:04:39.271|
17|MORELOS|29|YAUTEPEC|805|1|C|0|1|14|316|416|421|14|28|96|6|5|65|10|93|87|2|4|-|-|-|-|-|-|0|11|421|718| |1| |ff2fb19db8e34295807af41a939af36441055ad183733bcac9a4f892efe31c7c|2015-06-08 03:27:00.000|2015-06-08 04:02:18.327|2015-06-08 04:02:23.819|
17|MORELOS|29|YAUTEPEC|806|1|B|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |540| | | | | | | |
17|MORELOS|29|YAUTEPEC|806|1|C|0|1|14|246|310|316|7|23|73|4|5|31|20|93|40|1|6|-|-|-|-|-|-|1|12|316|540| |1| |303ba0a77a5ee402fdf5e7e314fd66e195890d25033d765e1c9ac46829dd8d68|2015-06-08 06:28:00.000|2015-06-08 06:43:33.498|2015-06-08 06:55:16.525|
17|MORELOS|29|YAUTEPEC|807|1|B|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |400| | | | | | | |
17|MORELOS|29|YAUTEPEC|807|1|C|0|2|14|210|210|214|8|18|65|1|4|45|7|34|16|5|0|-|-|-|-|-|-|0|11|214|400| |1| |a88a82f56835e0d1a2cc2cfbc4abadb6cc9e2ef6a68db7e4107fe8c17e8ddb1b|2015-06-08 00:09:00.000|2015-06-08 00:57:36.750|2015-06-08 00:57:39.886|
17|MORELOS|29|YAUTEPEC|808|1|B|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |506| | | | | | | |
17|MORELOS|29|YAUTEPEC|808|1|C|0|1|14|248|276|278|15|28|57|4|3|29|9|79|33|3|3|-|-|-|-|-|-|Sin dato|15|278|505| |1| |b74751f7a724d73a63050d56c0dcb8f4a5aa8a67d7f0aec932abbd38b62b0212|2015-06-07 23:06:00.000|2015-06-07 23:23:55.629|2015-06-07 23:23:58.989|
17|MORELOS|29|YAUTEPEC|808|1|S|0|1|15|729|41|41|2|5|10|1|Sin dato|4|2|10|5|Sin dato|Sin dato|-|-|-|-|-|-|Sin dato|2|41|0| |1| |4ce53e68e01c7be1d7fcd4fbca4dfe8014bb00b5a831cede66523858c64b3510|2015-06-08 01:18:00.000|2015-06-08 02:18:08.322|2015-06-08 02:18:12.745|
17|MORELOS|29|YAUTEPEC|809|1|B|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |451| | | | | | | |
17|MORELOS|29|YAUTEPEC|809|1|C|0|1|14|189|Sin dato|Sin dato|24|51|53|0|1|34|10|50|46|6|2|-|-|-|-|-|-|0|5|282|451| |1| |c74a6ea7475710c6227d5b3abdfbd37d5fa7c328212fad622901c1fe203c127d|2015-06-08 01:28:00.000|2015-06-08 02:12:42.381|2015-06-08 02:24:27.627|
17|MORELOS|29|YAUTEPEC|810|1|B|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |604| | | | | | | |
17|MORELOS|29|YAUTEPEC|810|1|C|0|1|14|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|-|-|-|-|-|-|Sin dato|Sin dato|0|603| |1| | |2015-06-07 11:39:00.000|2015-06-08 11:50:08.613|2015-06-08 11:50:10.178|
17|MORELOS|29|YAUTEPEC|810|2|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |603| | | | | | | |
17|MORELOS|29|YAUTEPEC|811|1|B|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |656| | | | | | | |
17|MORELOS|29|YAUTEPEC|811|1|C|0|1|14|382|295|295|12|35|54|2|4|41|5|81|32|3|4|-|-|-|-|-|-|Sin dato|22|295|656| |1| |f9b0733d107672bcb03f37afe42e1a2ec50a3dd0fdc3cca76c702cc4b6d15897|2015-06-08 06:19:00.000|2015-06-08 06:55:32.837|2015-06-08 06:55:37.968|
17|MORELOS|29|YAUTEPEC|811|2|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |656| | | | | | | |
17|MORELOS|29|YAUTEPEC|811|3|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |655| | | | | | | |
17|MORELOS|29|YAUTEPEC|811|4|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |655| | | | | | | |
17|MORELOS|29|YAUTEPEC|812|1|B|0|1|14|243|297|300|10|41|74|2|0|26|12|83|35|1|4|-|-|-|-|-|-|0|12|300|522| |1| |5cc6cd00ad61167f6a45b213ff04dc755d0c5216450c89ccf49e34bddadcb3a1|2015-06-08 01:50:00.000|2015-06-08 02:34:44.085|2015-06-08 02:34:47.663|
17|MORELOS|29|YAUTEPEC|812|1|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |521| | | | | | | |
17|MORELOS|29|YAUTEPEC|812|2|C|0|1|14|253|284|288|8|29|81|2|5|26|9|89|20|6|6|-|-|-|-|-|-|Sin dato|8|289|521| |1| |84645527e37479015c862850cb977e6c4b841552d7bbb0b0b42f5f3331bbd075|2015-06-08 00:30:00.000|2015-06-08 01:09:13.972|2015-06-08 01:09:16.837|
17|MORELOS|29|YAUTEPEC|813|1|B|0|1|14|388|369|371|18|40|74|11|12|31|19|99|43|3|4|-|-|-|-|-|-|0|17|371|738| |1| |5c5459b723e3cd8f4ecae7225c1e8b7c1966437b484643d8b78299265abe2c0b|2015-06-07 23:50:00.000|2015-06-08 00:18:20.379|2015-06-08 00:18:25.327|
17|MORELOS|29|YAUTEPEC|813|1|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |738| | | | | | | |
17|MORELOS|29|YAUTEPEC|814|1|B|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |656| | | | | | | |
17|MORELOS|29|YAUTEPEC|815|1|B|0|1|14|260|280|285|14|57|73|2|7|31|16|56|15|3|3|-|-|-|-|-|-|0|8|285|524| |1| |007d44318ea409a5a376c16f3b4768ff7b0e7898e35f065485378b608886d036|2015-06-07 23:01:00.000|2015-06-07 23:22:35.234|2015-06-07 23:22:38.435|
17|MORELOS|29|YAUTEPEC|815|1|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |524| | | | | | | |
17|MORELOS|29|YAUTEPEC|816|1|B|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |564| | | | | | | |
17|MORELOS|29|YAUTEPEC|816|1|C|0|1|14|303|278|282|14|39|80|9|6|49|2|54|17|Sin dato|2|-|-|-|-|-|-|Sin dato|10|282|564| |1| |eef6558456ddde25eb50d6dbec270783ca3be615e3b8d2c0cac9e674e9b6d350|2015-06-07 22:57:00.000|2015-06-07 23:20:27.189|2015-06-07 23:20:31.487|
17|MORELOS|29|YAUTEPEC|816|2|C|0|1|14|285|291|291|10|42|61|4|7|50|9|61|27|4|7|-|-|-|-|-|-|Sin dato|9|291|564| |1| |788fef63fb91247aca6f0a510823f57863348c97ba233dc0a281817185f9ec5d|2015-06-07 23:37:00.000|2015-06-07 23:55:21.028|2015-06-07 23:55:24.184|
17|MORELOS|29|YAUTEPEC|817|1|B|0|2|14|406|356|358|11|42|64|11|10|37|4|120|29|8|5|-|-|-|-|-|-|0|17|358|743| |1| | |2015-06-07 12:00:00.000|2015-06-08 11:45:52.016|2015-06-08 11:45:53.272|
17|MORELOS|29|YAUTEPEC|817|1|C|0|2|14|389|373|375|11|56|94|5|8|30|8|107|24|4|8|-|-|-|-|-|-|0|20|375|743| |1| |3136e1172a8838b6eb16a55872cbd17aca6b45f71f62f82889b8b58d102d05e0|2015-06-08 00:17:00.000|2015-06-08 01:00:04.211|2015-06-08 01:00:08.706|
17|MORELOS|29|YAUTEPEC|817|2|C|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |742| | | | | | | |
17|MORELOS|29|YAUTEPEC|817|3|C|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |742| | | | | | | |
17|MORELOS|29|YAUTEPEC|817|1|E|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |666| | | | | | | |
17|MORELOS|29|YAUTEPEC|817|1|E|1|2|14|375|308|312|16|35|53|11|9|39|3|87|Ilegible|Ilegible|Ilegible|-|-|-|-|-|-|Ilegible|Ilegible|253|666| |1| |682de54d6bfc62647b02185e0f4746cf925bc58f6f8c4f2744fa4d3205cf35a4|2015-06-07 22:55:00.000|2015-06-07 23:18:17.328|2015-06-07 23:18:20.758|
17|MORELOS|29|YAUTEPEC|817|1|E|2|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |665| | | | | | | |
17|MORELOS|29|YAUTEPEC|817|1|E|3|2|14|Sin dato|Sin dato|Sin dato|12|26|48|6|5|42|8|102|18|3|3|-|-|-|-|-|-|Sin dato|15|288|665| |1| |738323fe3acb3f0bcc640a48a556bbace500cf7984d1fe1cc2903a98291b9d3a|2015-06-07 22:13:00.000|2015-06-07 22:59:02.613|2015-06-07 22:59:11.689|
17|MORELOS|29|YAUTEPEC|818|1|B|0|2|14|336|300|302|24|33|59|7|8|30|Ilegible|80|36|4|1|-|-|-|-|-|-|Sin dato|16|298|617| |1| |f04d251cc4754f4b553640642ebccc6b29dacefb4694c56fcc30535502db7be4|2015-06-08 02:13:00.000|2015-06-08 02:45:07.129|2015-06-08 02:45:11.184|
17|MORELOS|29|YAUTEPEC|818|1|C|0|2|14|317|320|321|21|36|82|6|6|31|10|82|20|2|4|-|-|-|-|-|-|Sin dato|21|321|617| |1| |b3eab33d6fa7ef7af5e8f9e8b6ac874aa7bad964e66c21246b47f701255124bb|2015-06-07 23:21:00.000|2015-06-07 23:39:26.012|2015-06-07 23:39:31.118|
17|MORELOS|29|YAUTEPEC|818|2|C|0|2|14|330|309|328|24|42|71|7|12|17|4|92|21|3|6|-|-|-|-|-|-|Sin dato|10|309|616| |1| |aa54977f150863ef74d9e2eb12c5d3d3274c1d360c0c6b4418de7de0336d0e55|2015-06-08 03:43:00.000|2015-06-08 04:46:12.791|2015-06-08 04:46:17.199|
17|MORELOS|29|YAUTEPEC|818|3|C|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |616| | | | | | | |
17|MORELOS|29|YAUTEPEC|819|1|B|0|1|14|330|228|231|18|13|86|3|4|24|11|20|20|7|4|-|-|-|-|-|-|1|20|231|540| |1| |f2bc281502c4fc698cae1e3b2c05622fcd288831cce9483edb7bb11003e5c429|2015-06-07 22:59:00.000|2015-06-07 23:21:05.651|2015-06-07 23:21:09.697|
17|MORELOS|29|YAUTEPEC|819|1|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |539| | | | | | | |
17|MORELOS|29|YAUTEPEC|820|1|B|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |568| | | | | | | |
17|MORELOS|29|YAUTEPEC|820|1|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |568| | | | | | | |
17|MORELOS|29|YAUTEPEC|821|1|B|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |407| | | | | | | |
17|MORELOS|29|YAUTEPEC|821|1|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |407| | | | | | | |
17|MORELOS|29|YAUTEPEC|822|1|B|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |541| | | | | | | |
17|MORELOS|29|YAUTEPEC|822|1|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |541| | | | | | | |
17|MORELOS|29|YAUTEPEC|822|2|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |540| | | | | | | |
17|MORELOS|29|YAUTEPEC|823|1|B|0|1|14|346|229|229|13|23|62|2|12|21|8|42|19|10|9|-|-|-|-|-|-|Sin dato|8|229|554| |1| |e83b5c35dccfbf832084e4e014d235ef0483c85302355ca85ebf7f56d330a909|2015-06-07 22:02:00.000|2015-06-07 22:24:14.259|2015-06-07 22:24:20.040|
17|MORELOS|29|YAUTEPEC|823|1|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |553| | | | | | | |
17|MORELOS|29|YAUTEPEC|824|1|B|0|1|14|434|187|194|24|13|36|2|16|39|10|17|15|7|5|-|-|-|-|-|-|0|8|192|602| |1| |a84a84e45acd2ab66668277ee444e18343e7f6b25038cbe1e7e0c9194b106600|2015-06-08 12:40:00.000|2015-06-08 13:10:57.433|2015-06-08 13:22:42.387|
17|MORELOS|29|YAUTEPEC|824|1|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |601| | | | | | | |
17|MORELOS|29|YAUTEPEC|825|1|B|0|1|14|253|284|288|8|29|81|2|5|26|9|89|20|6|6|-|-|-|-|-|-|Sin dato|8|289|529| |1| | |2015-06-07 16:58:00.000|2015-06-08 17:03:41.953|2015-06-08 17:03:42.977|
17|MORELOS|29|YAUTEPEC|825|1|C|0|1|14|296|248|253|11|44|50|Sin dato|16|70|3|21|13|9|3|-|-|-|-|-|-|Sin dato|13|253|528| |1| |eb934344877162ae4b29748e38944ab6a8efa136bb9c33ffcad7eec8dafd4b20|2015-06-07 23:43:00.000|2015-06-08 00:16:37.788|2015-06-08 00:16:40.180|
17|MORELOS|29|YAUTEPEC|826|1|B|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |634| | | | | | | |
17|MORELOS|29|YAUTEPEC|826|1|C|0|1|14|Sin dato|271|273|25|23|68|3|12|54|6|41|17|7|5|-|-|-|-|-|-|0|12|273|634| |1| |6f1f94b0a1910c7cd0cdb693daa61fdcdcf8e21c06fdd959fe199781866775bc|2015-06-07 23:16:00.000|2015-06-07 23:29:42.615|2015-06-07 23:29:46.578|
17|MORELOS|29|YAUTEPEC|827|1|B|0|1|14|275|186|189|11|24|34|1|8|42|3|37|11|0|8|-|-|-|-|-|-|0|10|189|443| |1| |c526d1750b0a36fe864bd56f91108b117a63b4a1100803b077630df1d6e48b64|2015-06-07 21:42:00.000|2015-06-07 21:58:56.294|2015-06-07 21:58:59.534|
17|MORELOS|29|YAUTEPEC|827|1|C|0|1|14|Sin dato|238|Sin dato|26|16|53|3|4|48|4|43|24|1|3|-|-|-|-|-|-|1|12|238|443| |1| |a91cd2862dfdf1a2af4000401bcaebe8e40e26474a3110c1529888af3b6ec7ea|2015-06-07 21:42:00.000|2015-06-07 22:00:38.587|2015-06-07 22:00:47.518|
17|MORELOS|29|YAUTEPEC|848|1|B|0|2|14|344|Ilegible|1|17|49|158|3|17|22|15|84|20|1|3|-|-|-|-|-|-|Ilegible|Ilegible|389|724| |1| |5c0abd754867dcca026ced3d644028e8dfbb3b48373cceddc30d368fd064dc60|2015-06-08 00:55:00.000|2015-06-08 03:32:18.770|2015-06-08 03:44:04.030|
17|MORELOS|29|YAUTEPEC|848|1|C|0|2|14|342|403|403|28|60|153|4|9|21|16|63|25|2|4|-|-|-|-|-|-|0|18|403|724| |1| |bb159783d1a971f4cb139048879cc7173ce0bfafb9656c39b4e1b7743e1d2a22|2015-06-08 01:18:00.000|2015-06-08 03:42:37.830|2015-06-08 03:42:41.198|
17|MORELOS|29|YAUTEPEC|849|1|B|0|2|14|662|395|395|45|6|114|4|10|22|21|106|36|1|2|-|-|-|-|-|-|0|28|395|636| |1| |2748b502b329ede79e06365fbc0763546caca02e529edc58a07c0e7d36d5401f|2015-06-08 02:38:00.000|2015-06-08 12:17:56.099|2015-06-08 12:17:56.193|
17|MORELOS|29|YAUTEPEC|828|1|B|0|1|14|273|351|353|7|63|77|3|8|43|6|32|91|5|5|-|-|-|-|-|-|0|13|353|609| |1| | |2015-06-07 19:18:00.000|2015-06-08 19:19:56.979|2015-06-08 19:19:59.194|
17|MORELOS|29|YAUTEPEC|828|1|C|0|1|14|272|352|357|11|81|77|2|6|33|8|32|82|4|6|-|-|-|-|-|-|1|14|357|608| |1| |908cb971ddb37117d7f57576783ad9806f22b2c41603cf18c9f5ad25e8bd3c7f|2015-06-08 03:44:00.000|2015-06-08 04:31:12.785|2015-06-08 04:31:17.938|
17|MORELOS|29|YAUTEPEC|829|1|B|0|2|14|239|299|305|11|48|76|8|11|31|5|20|73|10|2|-|-|-|-|-|-|Sin dato|10|305|523| |1| |59b4a933f938ebc998f112da9f7a6d1556b00177572446b065effff42049997c|2015-06-08 03:06:00.000|2015-06-08 03:25:11.363|2015-06-08 03:25:15.467|
17|MORELOS|29|YAUTEPEC|829|1|C|0|2|14|257|283|287|17|41|39|4|11|39|11|32|68|7|5|-|-|-|-|-|-|0|13|287|523| |1| | |2015-06-07 19:19:00.000|2015-06-08 19:17:55.059|2015-06-08 19:17:56.363|
17|MORELOS|29|YAUTEPEC|830|1|B|0|1|14|304|273|283|24|41|65|2|11|19|4|50|29|9|9|-|-|-|-|-|-|0|20|283|567| |1| | |2015-06-07 19:09:00.000|2015-06-08 19:21:46.049|2015-06-08 19:21:47.351|
17|MORELOS|29|YAUTEPEC|830|1|C|0|1|14|322|259|264|23|29|53|2|12|31|3|30|41|6|8|-|-|-|-|-|-|2|24|264|566| |1| | |2015-06-07 19:09:00.000|2015-06-08 19:23:31.080|2015-06-08 19:23:34.260|
17|MORELOS|29|YAUTEPEC|831|1|B|0|1|14|345|252|257|15|44|57|5|5|22|3|30|49|6|6|-|-|-|-|-|-|0|15|257|581| |1| | |2015-06-07 18:29:00.000|2015-06-08 18:48:41.916|2015-06-08 18:48:43.087|
17|MORELOS|29|YAUTEPEC|831|1|C|0|1|14|323|278|278|14|46|58|3|10|28|5|35|48|4|4|-|-|-|-|-|-|Sin dato|23|278|580| |1| |019b0ded9ff2fc99d203492b6e1f7ab26af4243133f89c1ee6a270a0fc31dd68|2015-06-08 04:38:00.000|2015-06-08 05:29:55.335|2015-06-08 05:30:02.067|
17|MORELOS|29|YAUTEPEC|831|2|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |580| | | | | | | |
17|MORELOS|29|YAUTEPEC|832|1|B|0|1|14|260|199|201|23|27|35|2|4|16|7|28|31|8|5|-|-|-|-|-|-|0|15|201|440| |1| |0d29d4f9070719ce87a03ab99bc15b0019fc2d82a130171d123a946969431b28|2015-06-07 22:25:00.000|2015-06-07 22:58:09.139|2015-06-07 22:58:14.773|
17|MORELOS|29|YAUTEPEC|833|1|B|0|1|14|228|229|236|16|26|56|1|7|26|4|30|48|8|4|-|-|-|-|-|-|0|10|236|444| |1| |3529f2d92c7426ad0b5153c73c432684c621fdcd24f179ce8c2fc18226cc92d1|2015-06-07 22:23:00.000|2015-06-07 22:56:35.028|2015-06-07 22:56:39.113|
17|MORELOS|29|YAUTEPEC|833|1|C|0|1|14|244|214|221|17|38|43|2|9|17|4|31|44|6|3|-|-|-|-|-|-|Sin dato|7|221|444| |1| |a7567c3236c099ccd4f4c3ff4c8273340a51bef3e9f25fe8b3bbb8832032c688|2015-06-07 21:46:00.000|2015-06-08 00:38:09.045|2015-06-08 00:38:12.661|
17|MORELOS|29|YAUTEPEC|834|1|B|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |614| | | | | | | |
17|MORELOS|29|YAUTEPEC|834|1|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |614| | | | | | | |
