sep=|
20:11 horas (UTC-5)
lunes 8 de junio de 2015
ACTAS_CAPTURADAS|ACTAS_POR_CAPTURAR|PORCENTAJE_ACTAS_CAPTURADAS|ACTAS_CONTABILIZADAS|ACTAS_NO_CONTABILIZADAS|PARTICIPACION_CIUDADANA
1,761|563|75.77|1,748|13|53.071

ID_ESTADO|ESTADO|ID_MUNICIPIO|MUNICIPIO|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|UBICACION_CASILLA|TIPO_ACTA|NUM_BOLETAS_SOBRANTES|TOTAL_CIUDADANOS_VOTARON|NUM_BOLETAS_EXTRAIDAS|PAN|PRI|PRD|PT|PVEM|MOVIMIENTO_CIUDADANO|NUEVA_ALIANZA|PSD|MORENA|ES|PH|C_PRI_PV|C_PRI_PANAL|C_PV_PANAL|C_PRI_PV_PANAL|C_PRD_PT|CAND_IND_1|NO_REGISTRADOS|NULOS|TOTAL_VOTOS|LISTA_NOMINAL|OBSERVACIONES|CONTABILIZADA|CRYT|SHA|HORA_ACOPIO|HORA_CAPTURA|HORA_REGISTRO
17|MORELOS|8|EMILIANO ZAPATA|398|2|C|0|1|14|Sin dato|Ilegible|Sin dato|38|15|106|2|215|3|7|1|3|2|3|-|-|-|-|-|-|Sin dato|12|407|543| |1| |f7008e197ba8409b3b6114608e04738cbdc1ae65d0c4ce6e747f635ce7f77e8d|2015-06-08 00:40:00.000|2015-06-08 00:52:43.535|2015-06-08 00:52:46.835|
17|MORELOS|8|EMILIANO ZAPATA|399|1|B|0|2|14|243|434|434|20|24|87|9|239|4|17|0|1|5|10|-|-|-|-|-|-|0|18|434|658| |1| |f4b5015ee2d86ce051f91534d956baf2f904fd8da9f84be6e54ae70d201ee0a6|2015-06-08 03:19:00.000|2015-06-08 03:53:56.304|2015-06-08 03:53:58.744|
17|MORELOS|8|EMILIANO ZAPATA|399|1|C|0|2|14|240|430|440|25|15|77|6|252|6|29|0|7|4|12|-|-|-|-|-|-|0|7|440|658| |1| |165f269492d9a6e8e25a330e520a8959b40aac48a763d97448d853c10e20d8db|2015-06-08 02:44:00.000|2015-06-08 03:14:19.860|2015-06-08 03:14:23.364|
17|MORELOS|8|EMILIANO ZAPATA|399|2|C|0|2|14|236|435|443|41|16|65|6|259|5|24|Sin dato|6|6|5|-|-|-|-|-|-|Sin dato|10|443|658| |1| |a9c2a397cafba2b86a780d555aebff536b90ce8d336e5e2245c1ff70b8c361f8|2015-06-08 02:16:00.000|2015-06-08 02:42:37.361|2015-06-08 02:42:41.084|
17|MORELOS|8|EMILIANO ZAPATA|399|3|C|0|2|14|239|434|440|26|11|99|1|249|3|19|0|9|5|8|-|-|-|-|-|-|0|10|440|658| |1| |6bf7cc1c2252154e772a9cbb86595bf6e761283d97b432dd10a042db1f208d5b|2015-06-08 04:04:00.000|2015-06-08 04:59:56.493|2015-06-08 04:59:59.817|
17|MORELOS|8|EMILIANO ZAPATA|400|1|B|0|1|14|169|464|471|18|28|97|4|266|2|23|0|11|1|15|-|-|-|-|-|-|0|6|471|623| |1| |ac10f5cbde19dde9302621fe0008da57eb031f70c1b6aec24627531975849d6d|2015-06-08 02:43:00.000|2015-06-08 03:14:01.950|2015-06-08 03:14:05.126|
17|MORELOS|8|EMILIANO ZAPATA|400|1|C|0|1|14|183|457|460|32|21|92|3|251|2|17|0|10|4|18|-|-|-|-|-|-|0|10|460|622| |1| |2f08f8a6a4f9f28827c90abbe0aaa1cca61aeb3f26fced338c44f35b6b3cc013|2015-06-08 01:38:00.000|2015-06-08 01:55:38.033|2015-06-08 01:55:41.279|
17|MORELOS|8|EMILIANO ZAPATA|400|2|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |622| | | | | | | |
17|MORELOS|8|EMILIANO ZAPATA|401|1|B|0|1|14|277|367|374|27|13|79|3|207|2|15|1|12|6|4|-|-|-|-|-|-|0|5|374|617| |1| |d822bbd744f2f61e9e36c1dd9e1fb2e455c971341020f3d8fe84aaf961301241|2015-06-08 03:50:00.000|2015-06-08 04:58:39.182|2015-06-08 04:58:48.172|
17|MORELOS|8|EMILIANO ZAPATA|401|1|C|0|1|14|278|353|356|28|12|84|1|175|2|7|2|27|4|6|-|-|-|-|-|-|0|8|356|617| |1| |ff12f3c5299aaed371dafb0cb04212e2fd634f58a697ac839f98f53d6c110b7c|2015-06-08 03:53:00.000|2015-06-08 04:55:59.650|2015-06-08 04:56:01.174|
17|MORELOS|8|EMILIANO ZAPATA|401|2|C|0|1|14|263|371|375|44|18|79|6|163|8|10|4|18|6|10|-|-|-|-|-|-|1|8|375|617| |1| |8e5faa864b134f40ca8c214e5feebbb613367f44d223f1b910ad7e645498917f|2015-06-08 03:49:00.000|2015-06-08 04:55:26.612|2015-06-08 04:55:31.746|
17|MORELOS|8|EMILIANO ZAPATA|402|1|B|0|1|14|286|435|440|34|9|92|2|250|1|13|1|15|4|7|-|-|-|-|-|-|0|12|440|705| |1| |bf6e3ee642d6063fb03e69b1641216138a01f189859880595a499b8423f5b679|2015-06-08 02:43:00.000|2015-06-08 03:21:56.017|2015-06-08 03:22:01.652|
17|MORELOS|8|EMILIANO ZAPATA|402|1|C|0|1|14|271|445|451|51|12|99|1|245|3|16|1|6|4|7|-|-|-|-|-|-|Sin dato|Sin dato|445|704| |1| |a239c2562a96c654e09d23bc0f0dd7d1217371e1e8ce8390c06bccbc1a2f2e1b|2015-06-08 14:00:00.000|2015-06-08 14:14:34.161|2015-06-08 14:14:38.055|
17|MORELOS|8|EMILIANO ZAPATA|402|2|C|0|1|14|264|452|462|38|7|145|2|231|2|6|4|8|2|4|-|-|-|-|-|-|Sin dato|13|462|704| |1| |ef6593aa027db30835cf38e53ece3a7167657d1c73a495c2c28943a26ae5beac|2015-06-08 14:00:00.000|2015-06-08 14:15:48.829|2015-06-08 14:15:52.595|
17|MORELOS|8|EMILIANO ZAPATA|402|3|C|0|1|14|282|449|451|40|9|98|5|252|3|10|1|13|3|4|-|-|-|-|-|-|1|10|449|704| |1| |a5328a6ef653e9b7a4a4f551a3ecd94128d264269f8037eaa0139da49cd63bbf|2015-06-08 14:00:00.000|2015-06-08 14:03:20.418|2015-06-08 14:15:03.767|
17|MORELOS|8|EMILIANO ZAPATA|402|4|C|0|1|14|322|398|403|36|12|102|2|209|2|12|1|12|3|2|-|-|-|-|-|-|1|10|404|704| |1| |69db05f02d5c2056d3add33e0fe5f615d765afe713b4e447cb88d47e3280348b|2015-06-08 14:00:00.000|2015-06-08 14:15:28.744|2015-06-08 14:15:29.300|
17|MORELOS|8|EMILIANO ZAPATA|403|1|B|0|1|14|338|377|377|39|17|70|4|183|2|24|5|10|7|10|-|-|-|-|-|-|0|6|377|694| |1| |e14d3cb3efef0d0e15a3b431478c058a66333933458caf4f9b0248ee0932d49f|2015-06-08 03:09:00.000|2015-06-08 03:36:12.659|2015-06-08 03:36:15.423|
17|MORELOS|8|EMILIANO ZAPATA|403|1|C|0|1|14|328|382|385|31|17|72|3|171|5|32|3|12|10|12|-|-|-|-|-|-|Sin dato|18|386|693| |1| |10ee72171d194c0066b414e08f5dd04cc978b420f29fa37c5c18a58de7b41f4b|2015-06-08 03:26:00.000|2015-06-08 04:02:30.271|2015-06-08 04:02:34.378|
17|MORELOS|8|EMILIANO ZAPATA|403|2|C|0|1|14|356|355|358|35|10|60|3|169|2|28|10|19|4|9|-|-|-|-|-|-|1|8|358|693| |1| |9221da5d9bfd39960ded5d37707b162ca8c4086a3be3a17649409ad8b7e8e1c7|2015-06-08 03:03:00.000|2015-06-08 03:19:41.111|2015-06-08 03:31:25.167|
17|MORELOS|8|EMILIANO ZAPATA|403|3|C|0|1|14|352|353|362|49|12|54|4|165|2|19|6|17|7|12|-|-|-|-|-|-|Sin dato|15|362|693| |1| |eaeb711c7a72f1e4e92ab49654b9842aae70019ab10fd7d70002d3bfac2f4cf1|2015-06-08 14:01:00.000|2015-06-08 14:16:06.218|2015-06-08 14:16:10.997|
17|MORELOS|8|EMILIANO ZAPATA|403|4|C|0|1|14|Sin dato|Sin dato|Sin dato|33|22|80|3|177|5|21|9|16|3|7|-|-|-|-|-|-|0|14|390|693| |1| |28772c95fee858e0658ce5de98a10eced0dc7e41ac76a34c40e94a6ce1f8b822|2015-06-08 01:27:00.000|2015-06-08 01:49:18.155|2015-06-08 01:49:20.375|
17|MORELOS|8|EMILIANO ZAPATA|403|1|S|0|1|15|746|25|25|1|1|4|0|13|1|2|0|0|2|1|-|-|-|-|-|-|0|0|25|0| |1| |5b91b85bd8b830a051c802bd1971deefb70e295b37917b78765b856c9f9a1393|2015-06-07 21:58:00.000|2015-06-07 22:32:45.452|2015-06-07 22:32:51.198|
17|MORELOS|8|EMILIANO ZAPATA|404|1|B|0|1|14|185|344|349|35|23|78|12|132|5|4|4|19|15|7|-|-|-|-|-|-|Sin dato|15|349|558| |1| |8691b6c293e465827a0bb100177ce68d8b66eb70973996d57a6a7d2e4e039ef2|2015-06-08 14:01:00.000|2015-06-08 14:04:18.300|2015-06-08 14:16:02.352|
17|MORELOS|8|EMILIANO ZAPATA|404|1|C|0|1|14|239|331|335|37|23|77|3|137|9|1|2|14|8|9|-|-|-|-|-|-|0|15|335|558| |1| |447f95ff5002cb796200eb5b9c15979f8c29e81be7e8e896dce4b89fa92251a8|2015-06-08 14:01:00.000|2015-06-08 14:17:26.609|2015-06-08 14:17:32.060|
17|MORELOS|8|EMILIANO ZAPATA|404|2|C|0|1|14|238|341|348|29|20|82|13|146|14|5|2|7|10|4|-|-|-|-|-|-|Sin dato|16|348|558| |1| |6084bf3f351ac92e0c1c84c62e66f01468f1b134af683e5187e27189b61c7675|2015-06-07 23:39:00.000|2015-06-08 00:31:02.275|2015-06-08 00:31:04.856|
17|MORELOS|8|EMILIANO ZAPATA|405|1|B|0|1|14|246|354|359|21|19|98|11|155|8|3|4|12|6|7|-|-|-|-|-|-|Sin dato|15|359|585| |1| |4367db75bb7a0b0423d284eff38826fb5f804091253ed5a86052af471a395ae9|2015-06-08 14:01:00.000|2015-06-08 14:18:07.426|2015-06-08 14:18:12.985|
17|MORELOS|8|EMILIANO ZAPATA|405|1|C|0|1|14|251|352|354|34|29|81|7|156|5|3|0|10|3|6|-|-|-|-|-|-|1|19|354|585| |1| |e0cb0e7caa66fbb7281662117488d7883c867aef2fc422be744e8acf0711bde3|2015-06-08 14:02:00.000|2015-06-08 14:17:44.612|2015-06-08 14:17:47.487|
17|MORELOS|8|EMILIANO ZAPATA|406|1|B|0|2|14|253|382|389|13|17|113|12|184|13|5|2|3|6|6|-|-|-|-|-|-|0|15|389|621| |1| |a9c31083ea5e45e574177f377e62cd9dd9c2a9886907cc4d0359546536007d38|2015-06-08 03:27:00.000|2015-06-08 03:59:37.744|2015-06-08 03:59:43.779|
17|MORELOS|8|EMILIANO ZAPATA|406|1|C|0|2|14|288|345|358|8|20|83|54|151|3|1|2|3|7|12|-|-|-|-|-|-|0|11|355|620| |1| |52c0570294afc003fe7c93044b92bdc876efba15282cdf5d5457f2e29fa034d0|2015-06-08 01:40:00.000|2015-06-08 01:57:04.573|2015-06-08 01:57:08.529|
17|MORELOS|8|EMILIANO ZAPATA|406|2|C|0|2|14|280|360|360|19|14|85|19|179|7|2|2|9|8|3|-|-|-|-|-|-|Sin dato|15|362|620| |1| |5fa0ebe75171b0a1993cb79122b498573e56d4a7cb51db0874d15104ea26d8c3|2015-06-08 03:47:00.000|2015-06-08 04:51:54.177|2015-06-08 04:52:05.573|
17|MORELOS|8|EMILIANO ZAPATA|406|3|C|0|2|14|274|356|366|19|26|76|12|182|12|1|1|10|5|7|-|-|-|-|-|-|1|14|366|620| |1| |5b7852af4082c585f02730575c0771bf5be4d024f11daa6c3e26b22d320c14d3|2015-06-08 02:25:00.000|2015-06-08 02:48:51.592|2015-06-08 02:48:55.859|
17|MORELOS|8|EMILIANO ZAPATA|406|4|C|0|2|14|289|346|349|19|10|88|11|180|7|2|2|6|6|9|-|-|-|-|-|-|Sin dato|9|349|620| |1| |f3e18ebbad6d1575712338f94e37a6901ee4e086ef5acb12696b0d60e26afeb2|2015-06-08 02:27:00.000|2015-06-08 02:48:57.502|2015-06-08 03:00:41.697|
17|MORELOS|8|EMILIANO ZAPATA|406|1|E|0|2|14|276|374|0|8|29|90|37|171|3|3|Sin dato|2|9|6|-|-|-|-|-|-|Sin dato|12|370|625| |1| |700324e3147d11f9f7c10249e74ca0d4cf99108e9115cccf2da4afffc8398a03|2015-06-08 01:50:00.000|2015-06-08 02:17:13.004|2015-06-08 02:17:17.270|
17|MORELOS|8|EMILIANO ZAPATA|406|1|E|1|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |625| | | | | | | |
17|MORELOS|8|EMILIANO ZAPATA|406|2|E|0|2|14|348|323|317|4|23|77|16|112|25|11|3|6|6|22|-|-|-|-|-|-|Sin dato|12|317|659| |1| |f5c2e4b1debc70da28513466832ebad9c53bf6710890b6abef018684c70ba4ab|2015-06-08 02:24:00.000|2015-06-08 02:50:27.760|2015-06-08 02:50:36.859|
17|MORELOS|8|EMILIANO ZAPATA|406|2|E|1|2|14|Sin dato|Sin dato|Sin dato|9|24|100|12|114|8|3|4|3|8|19|-|-|-|-|-|-|Sin dato|10|314|659| |1| |67401b0ecf73e3030dd7b5363f9303642a6c591fdfd6d1e248296ef4fb974f3d|2015-06-08 00:44:00.000|2015-06-08 00:59:22.693|2015-06-08 00:59:27.721|
17|MORELOS|8|EMILIANO ZAPATA|406|2|E|2|2|14|355|325|355|10|25|84|19|129|21|9|4|5|15|19|-|-|-|-|-|-|Sin dato|14|354|659| |1| |c724b6b949d5c252ecd50d85d65903f8401a3871d00ea46fd67c76fa5afcc769|2015-06-08 02:15:00.000|2015-06-08 02:41:58.932|2015-06-08 02:42:02.002|
17|MORELOS|8|EMILIANO ZAPATA|407|1|B|0|1|14|241|374|382|19|13|113|16|167|7|6|3|9|10|3|-|-|-|-|-|-|Sin dato|16|382|602| |1| |a7f70ce738326389f29e00e316143dd68fb7fd700df4ebe3f6b9b5733cf2ef1f|2015-06-08 14:02:00.000|2015-06-08 14:06:11.324|2015-06-08 14:17:56.407|
17|MORELOS|8|EMILIANO ZAPATA|407|1|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |602| | | | | | | |
17|MORELOS|8|EMILIANO ZAPATA|407|2|C|0|1|14|277|342|348|17|11|83|6|174|7|1|1|10|8|16|-|-|-|-|-|-|Ilegible|12|346|601| |1| |836404cac4cd12dc591ac7c415a42791903a051fcaee6646f3f0e71c92ec00f2|2015-06-08 14:03:00.000|2015-06-08 14:19:09.434|2015-06-08 14:19:10.961|
17|MORELOS|8|EMILIANO ZAPATA|407|3|C|0|1|14|239|377|383|26|13|106|3|187|7|3|6|11|5|4|-|-|-|-|-|-|0|0|371|601| |1| |de37909bc0ca119d65b6a1554d82f21a0319a6ea6f18339c0e0533475796760f|2015-06-08 14:03:00.000|2015-06-08 14:07:46.294|2015-06-08 14:19:31.221|
17|MORELOS|8|EMILIANO ZAPATA|408|1|B|0|1|14|244|451|451|99|9|106|11|184|2|7|2|10|8|3|-|-|-|-|-|-|1|9|451|674| |1| |bf48ccf411599e2bc6af62f8e022d1db3fd465a067c442c1e0659162343528ee|2015-06-07 23:25:00.000|2015-06-07 23:45:20.394|2015-06-07 23:45:24.247|
17|MORELOS|8|EMILIANO ZAPATA|408|1|C|0|1|14|259|435|435|68|12|120|3|187|4|3|1|8|10|5|-|-|-|-|-|-|Sin dato|14|435|674| |1| |7fc6925be1d61ff9bf11a7c808b1f60e4eeba9204096bd6d8d766953ea125056|2015-06-07 23:24:00.000|2015-06-07 23:44:44.476|2015-06-07 23:44:50.130|
17|MORELOS|8|EMILIANO ZAPATA|408|2|C|0|1|14|277|413|418|84|10|87|7|187|3|8|1|9|6|5|-|-|-|-|-|-|0|11|418|674| |1| |ac2db4f07d8db2c3cebdf207bee05777ba9b15e4e75551cbdb224f430f0caab3|2015-06-07 23:31:00.000|2015-06-07 23:51:32.482|2015-06-07 23:51:36.020|
17|MORELOS|8|EMILIANO ZAPATA|409|1|B|0|1|14|241|403|408|17|12|109|8|205|10|19|1|10|4|11|-|-|-|-|-|-|Sin dato|2|408|628| |1| |c6abc66a4cf502a928c6db9772110ed6a9b6de47de63b9dbb1c4586b6f78c2f1|2015-06-08 02:44:00.000|2015-06-08 03:13:49.347|2015-06-08 03:13:56.321|
17|MORELOS|8|EMILIANO ZAPATA|409|1|C|0|1|14|259|386|390|25|10|96|7|172|5|30|2|9|8|12|-|-|-|-|-|-|Sin dato|14|390|628| |1| |174b76078d06bbb922d7c141603b9ca05c9d9bbbfef70d8c862d0d570a7936cf|2015-06-08 02:51:00.000|2015-06-08 03:24:09.970|2015-06-08 03:24:13.745|
17|MORELOS|8|EMILIANO ZAPATA|409|2|C|0|1|14|253|392|396|36|9|113|4|176|5|16|0|12|8|13|-|-|-|-|-|-|Sin dato|4|396|628| |1| |dcbbf25c628ee11caeb9edd5d8ab582b4dd0bd61f7cc6eadcbf2b429e958ca81|2015-06-08 02:45:00.000|2015-06-08 03:15:17.402|2015-06-08 03:15:19.453|
17|MORELOS|8|EMILIANO ZAPATA|409|3|C|0|1|14|242|403|406|19|6|117|8|191|14|15|1|7|4|10|-|-|-|-|-|-|Ilegible|14|406|627| |1| |03d00f0026e7d54cf2d21e40d936682a914eebdcf6c6033b161bf38220679eae|2015-06-08 03:03:00.000|2015-06-08 03:38:42.353|2015-06-08 03:38:44.345|
17|MORELOS|8|EMILIANO ZAPATA|410|1|B|0|1|14|264|338|338|9|22|79|14|156|4|11|Sin dato|9|3|14|-|-|-|-|-|-|Sin dato|17|338|582| |1| |610085366c0287e689d7f9c9d81d90219b7db78b85d9f2e17351e0a6d91dddfa|2015-06-07 23:23:00.000|2015-06-07 23:43:18.172|2015-06-07 23:43:23.278|
17|MORELOS|8|EMILIANO ZAPATA|410|1|C|0|1|14|222|379|Sin dato|12|19|79|17|177|6|36|0|4|5|17|-|-|-|-|-|-|Ilegible|8|380|581| |1| |f7db25856623925fddbe22e931d45021ddf78b1caecf4fe71afbc2c600b90743|2015-06-07 23:07:00.000|2015-06-07 23:25:07.624|2015-06-07 23:25:11.286|
17|MORELOS|8|EMILIANO ZAPATA|410|2|C|0|1|14|242|359|360|19|18|70|7|161|5|34|2|11|1|23|-|-|-|-|-|-|Sin dato|9|360|581| |1| |e2991d4df3695fd126bdcafd64439d85338628582f6819552395b0a32048aaac|2015-06-08 14:03:00.000|2015-06-08 14:19:52.420|2015-06-08 14:19:57.322|
17|MORELOS|8|EMILIANO ZAPATA|410|3|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |581| | | | | | | |
17|MORELOS|8|EMILIANO ZAPATA|411|1|B|0|1|14|379|314|320|36|17|61|11|124|4|25|6|11|8|5|-|-|-|-|-|-|0|12|320|678| |1| |56620e929ccf53758a0afbff3070697dde8530a266b0cfe0a1f0c8c13c9bc69b|2015-06-07 22:58:00.000|2015-06-07 23:11:43.768|2015-06-07 23:11:55.032|
17|MORELOS|8|EMILIANO ZAPATA|411|1|C|0|1|14|569|330|329|23|23|64|8|133|5|16|6|12|8|10|-|-|-|-|-|-|0|22|330|678| |1| |c7ddad3989f7d768a480c33f9286f22d9d02c294ef34013431cb9f33a378309b|2015-06-08 14:03:00.000|2015-06-08 14:20:37.401|2015-06-08 14:20:37.175|
17|MORELOS|8|EMILIANO ZAPATA|411|2|C|0|1|14|373|325|326|28|25|77|5|119|8|13|5|15|10|7|-|-|-|-|-|-|1|13|326|678| |1| |67b4b4582ce6c2d23da6bc46f7b5e1008f55df74487ef4f19870f7660f3f6910|2015-06-08 00:18:00.000|2015-06-08 00:40:19.583|2015-06-08 00:40:23.154|
17|MORELOS|8|EMILIANO ZAPATA|411|3|C|0|1|14|378|321|321|33|22|61|6|135|10|15|2|9|6|8|-|-|-|-|-|-|Sin dato|14|321|678| |1| |beb7c2ff7f96e5d0438b36dd26408dacc4a4ac04dda2179598954486e68c0672|2015-06-07 22:52:00.000|2015-06-07 23:33:13.879|2015-06-07 23:33:16.457|
17|MORELOS|8|EMILIANO ZAPATA|411|4|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |678| | | | | | | |
17|MORELOS|8|EMILIANO ZAPATA|411|5|C|0|1|14|360|337|Sin dato|26|24|67|17|124|7|19|2|21|9|13|-|-|-|-|-|-|Sin dato|10|339|678| |1| |a30f7304a04c44ea0cc2c1e6ed52428df419fdd396b5444fc556f964fd683970|2015-06-08 00:54:00.000|2015-06-08 01:06:43.136|2015-06-08 01:06:48.066|
17|MORELOS|8|EMILIANO ZAPATA|411|6|C|0|1|14|370|320|328|28|17|64|14|128|12|15|5|14|5|14|-|-|-|-|-|-|0|12|328|678| |1| |794f555fb29f944c882ef88508c805807292e04e7e483f35b027a6daa1e4c878|2015-06-08 00:56:00.000|2015-06-08 01:09:36.685|2015-06-08 01:09:41.612|
17|MORELOS|8|EMILIANO ZAPATA|411|7|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |677| | | | | | | |
17|MORELOS|9|HUITZILAC|412|1|B|0|1|14|149|533|404|57|8|43|70|55|Sin dato|101|2|46|Sin dato|14|-|-|-|-|-|-|Sin dato|8|404|533| |1| |51056c6f0476fa5b11abaae51ed3d24fc61e800bdaf774ece1ca556b7c42e570|2015-06-07 22:48:00.000|2015-06-07 23:14:47.301|2015-06-07 23:14:49.725|
17|MORELOS|9|HUITZILAC|412|1|C|0|1|14|117|434|431|88|3|60|51|63|2|80|2|47|1|28|-|-|-|-|-|-|Sin dato|8|433|533| |1| |07fed9a440ed44c4253a49f0937f26091d944ed77eda05858f923992c38416e8|2015-06-08 02:10:00.000|2015-06-08 03:14:58.356|2015-06-08 03:14:59.963|
17|MORELOS|9|HUITZILAC|412|2|C|0|1|14|123|434|434|90|3|60|51|58|0|103|0|40|2|12|-|-|-|-|-|-|Sin dato|15|434|532| |1| |7b5decdb2fd6563363bd1ca4fb46a8d5c9989d1feefa310503ed50b8c69bcb69|2015-06-07 23:31:00.000|2015-06-08 00:11:09.371|2015-06-08 00:11:13.112|
17|MORELOS|9|HUITZILAC|413|1|B|0|1|14|155|367|367|69|5|46|35|49|2|79|4|52|0|20|-|-|-|-|-|-|0|6|367|502| |1| |bef0fb7b6a7225d740dd7d7e80412761908aceb8f34284b75086f8996ead1573|2015-06-08 04:04:00.000|2015-06-08 05:00:58.437|2015-06-08 05:01:01.839|
17|MORELOS|9|HUITZILAC|413|1|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |502| | | | | | | |
17|MORELOS|9|HUITZILAC|413|2|C|0|1|14|141|374|381|75|9|37|33|47|2|75|8|71|Sin dato|13|-|-|-|-|-|-|Sin dato|11|381|501| |1| |ab594f25a9f80d462bc1c192a59a17f5bf9ec0364421e4ffa1fcbd9340176787|2015-06-08 02:59:00.000|2015-06-08 03:51:20.156|2015-06-08 04:03:05.268|
17|MORELOS|9|HUITZILAC|414|1|B|0|1|14|195|508|503|58|9|59|101|67|3|90|3|81|0|17|-|-|-|-|-|-|0|15|503|683| |1| |b8f46f787d40f2466a677da5ae44d0584da2dfb58b697ece954ee0a7244a247d|2015-06-08 04:02:00.000|2015-06-08 04:59:59.245|2015-06-08 05:00:04.299|
17|MORELOS|9|HUITZILAC|414|1|C|0|1|14|193|509|516|68|7|84|94|71|4|88|7|59|0|17|-|-|-|-|-|-|0|17|516|683| |1| |14018bebcf3e896f29773bed1cd90471306e9af78ef9bd1ab05b3f8bd6cab563|2015-06-08 04:03:00.000|2015-06-08 05:00:53.606|2015-06-08 05:01:03.232|
17|MORELOS|9|HUITZILAC|415|1|B|0|2|14|59|123|129|20|7|9|27|15|0|29|7|4|0|8|-|-|-|-|-|-|0|3|129|167| |1| |df516566491387c2924924944250fb851a90da21f563fe9dca4359daa5b827e3|2015-06-07 23:01:00.000|2015-06-07 23:34:02.120|2015-06-07 23:34:06.422|
17|MORELOS|9|HUITZILAC|416|1|B|0|1|14|187|427|Sin dato|34|6|12|42|103|1|92|16|2|Ilegible|9|-|-|-|-|-|-|Ilegible|7|324|594| |1| |eeb3b57aed655f9d008e9354ff8f25ae334140a682ee23591328ea9be0535e85|2015-06-08 03:03:00.000|2015-06-08 04:08:37.507|2015-06-08 04:08:40.008|
17|MORELOS|9|HUITZILAC|416|1|C|0|1|14|183|428|430|45|11|25|50|90|0|86|11|88|0|10|-|-|-|-|-|-|Sin dato|14|430|593| |1| |c82874245a92949f71ce7fbc6636618d1c9064b1d22c71c49c23f1465a050259|2015-06-08 02:24:00.000|2015-06-08 03:15:49.378|2015-06-08 03:15:54.364|
17|MORELOS|9|HUITZILAC|416|2|C|0|1|14|202|407|412|40|2|20|54|99|0|92|5|74|1|15|-|-|-|-|-|-|0|10|412|593| |1| |bb06ac1d1a7704e6ad40368a01909a2361d9f66383daef5f0c75855544822b98|2015-06-08 02:55:00.000|2015-06-08 03:58:22.539|2015-06-08 03:58:25.254|
17|MORELOS|9|HUITZILAC|417|1|B|0|1|14|201|535|500|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|-|-|-|-|-|-|Sin dato|Sin dato|0|716| |1| |1e20c9db2a627214fe811cdcfd3a6ca0ea60457934f24dd6779363ce3ac4fa6d|2015-06-08 02:29:00.000|2015-06-08 03:18:24.462|2015-06-08 03:18:27.979|
17|MORELOS|9|HUITZILAC|417|1|C|0|1|14|167|564|571|57|13|30|84|153|1|112|12|87|2|8|-|-|-|-|-|-|Sin dato|11|570|716| |1| |023e4aaeefcb5b1eeb033ca7b7b44f25f6572bc83a918e8530144cc931fff7b1|2015-06-07 23:07:00.000|2015-06-07 23:53:10.914|2015-06-07 23:53:14.766|
17|MORELOS|9|HUITZILAC|417|2|C|0|1|14|194|541|541|44|16|41|73|136|2|111|11|80|1|8|-|-|-|-|-|-|Sin dato|17|540|716| |1| |5205a38910037a2ce81085a45f92fa9e68e323300fb582ea415d3d1547eb2e83|2015-06-08 02:56:00.000|2015-06-08 04:00:32.774|2015-06-08 04:00:35.807|
17|MORELOS|9|HUITZILAC|418|1|B|0|1|14|194|331|331|21|11|16|46|68|1|86|4|54|4|8|-|-|-|-|-|-|Sin dato|11|330|503| |1| |628dda59bc4992954eaa42c44b019fa5c609f22199700ea8be086c6f66421446|2015-06-08 05:11:00.000|2015-06-08 06:15:24.025|2015-06-08 06:15:27.484|
17|MORELOS|9|HUITZILAC|418|1|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |502| | | | | | | |
17|MORELOS|9|HUITZILAC|418|2|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |502| | | | | | | |
17|MORELOS|9|HUITZILAC|419|1|B|0|2|14|216|528|531|31|62|73|60|87|7|54|11|86|7|18|-|-|-|-|-|-|0|35|531|726| |1| |233661fd5d1948797cff715adece1b4b6038334cd70354391a0f89760e3b23b3|2015-06-08 05:20:00.000|2015-06-08 06:46:47.730|2015-06-08 06:46:51.046|
17|MORELOS|9|HUITZILAC|419|1|C|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |725| | | | | | | |
17|MORELOS|9|HUITZILAC|420|1|B|0|2|14|183|249|257|40|20|20|34|23|0|46|3|55|3|2|-|-|-|-|-|-|0|11|257|414| |1| |970844dd07d80587bb3ec0857abb39c24f84ef1250061071f9083620af445122|2015-06-08 03:42:00.000|2015-06-08 04:55:43.128|2015-06-08 04:55:45.118|
